,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
233,20民生银行CD464,96.93,3.1700,-21.0,3.1700,
234,20大足城乡MTN001,100.12,6.4713,-2.84,6.4852,
235,19中国银行永续债01,100.00,4.4960,22.04,4.4960,
236,18国开10,102.68,3.6250,2.5,3.5939,
237,20农发10,100.36,3.7450,1.75,3.7336,
238,20国信证券CP014,100.04,3.1301,-19.96,3.1301,
239,16民生银行二级,100.05,3.4884,-0.4,3.4884,
240,20华夏银行CD028,97.18,2.9202,0.04,2.9183,
241,20华夏银行CD405,97.71,3.1100,-1.01,3.1164,
242,20贴现国债45,99.45,1.3488,-3.1,1.4827,
243,19农发04,100.52,3.3387,3.87,3.3177,
244,20华侨城MTN006,99.38,6.5912,6.36,6.5913,
245,20国开05,95.24,3.6850,0.5,3.6932,
246,18进出04,100.47,2.8200,2.0,2.8148,
247,19兴业银行CD509,97.00,1.7024,-79.73,1.6918,
248,20中车SCP023,99.98,1.9005,1.0,2.0156,
249,20贴现国债60,98.63,2.7800,1.99,2.7639,
250,20农业银行CD075,98.60,2.9001,1.99,2.9149,
251,19附息国债10,100.30,3.8425,1.25,3.8315,
252,20附息国债03,98.39,2.9950,0.5,2.9641,
253,20宝武集团MTN001,96.98,3.6800,-1.78,3.6792,
254,20兴业银行CD092,98.38,1.8000,13.21,1.6406,
255,20农业银行CD019,98.34,1.6000,-0.1,1.6000,
256,19中铝集MTN008,99.99,6.8487,-0.81,6.8487,
257,20华夏银行CD171,98.10,2.9298,-17.03,2.9298,
258,20华融湘江银行CD163,97.17,3.9000,-4.99,3.5220,
259,20重庆农村商行CD260,98.25,3.6499,,3.6499,
260,20农业银行CD013,98.30,1.7502,15.94,1.7304,
261,20交通银行CD167,97.03,3.1000,-2.0,3.1000,
262,20华夏银行CD388,99.12,4.0374,-0.8,4.0374,
263,20中信银行CD100,98.10,2.9300,,2.9300,
264,20长沙银行CD208,99.25,3.0496,,3.0496,
265,20北京银行CD167,98.44,3.1698,,3.1698,
266,18国开03,100.43,2.7198,-5.03,2.7426,
267,20进出09,99.77,2.8832,0.33,2.8800,
268,20鄂能源SCP005,99.95,3.3799,10.08,3.3787,
269,20金港SCP004,99.51,4.1100,,4.1095,
270,20鲁国资SCP008,100.00,3.1997,,3.1997,
271,20北京银行CD166,96.73,3.3794,-0.06,3.3794,
272,20贴现国债56,99.32,2.7100,-1.02,2.7105,
273,20越秀集团SCP006,99.61,3.0500,-30.92,3.0500,
274,19兴业银行CD518,97.02,1.5990,-5.08,1.7777,
275,20威海商行CD156,98.37,3.3197,,3.3197,
276,15附息国债26,100.23,2.9200,-4.0,2.9200,
277,20进出10,96.02,3.7450,3.0,3.7319,
278,20兴业银行CD521,96.93,3.1600,-4.0,3.1891,
279,19云南06,100.27,3.4100,,3.4125,
280,18滨州城投PPN001,100.56,4.3457,,4.3457,
281,20贴现国债49,98.64,2.7899,0.99,2.7677,
282,20青岛银行CD053,97.72,3.1001,1.0,3.1001,
283,19农发01,100.54,3.6714,-1.86,3.6714,
284,16电建地产MTN002,100.73,7.9336,0.27,7.9336,
285,17贵州债14,101.48,2.9900,,2.9900,
286,20江南农商永续债02,96.96,5.5154,15.61,5.5153,
287,20中石油MTN003,96.81,3.8100,1.0,3.8059,
288,20冀交投MTN004,100.00,4.3998,-0.01,4.3998,
289,20农发03,99.38,2.8999,-3.01,2.8965,
290,17附息国债21,101.81,2.7100,-3.0,2.7100,
291,20上饶城投PPN003,100.00,5.1099,,5.1098,
292,20中原银行CD038,97.18,3.0400,-14.01,3.0400,
293,20闽高速SCP004,99.86,3.2101,,3.1947,
294,18建元22A2_bc,96.75,,,,
295,20民生银行CD158,97.98,2.9800,-4.99,2.9800,
296,20平安银行CD036,97.23,2.8998,-3.03,2.9250,
297,20中原银行CD427,98.43,3.1998,,3.1998,
298,20广东顺德农商行CD177,98.44,3.1698,,3.1698,
299,20中国中药MTN001,98.48,3.9300,-14.64,3.9292,
300,11附息国债02,100.16,2.3000,25.06,2.3000,
301,20徽商银行CD142,98.26,3.5501,1.0,3.5501,
302,20中信银行CD300,97.72,3.1000,-21.97,3.1000,
303,15进出14,102.20,3.3594,-3.56,3.3594,
304,20浦发银行CD384,98.56,2.9000,-85.45,2.9000,
305,20浦发银行CD432,99.27,2.9003,-4.95,2.9017,
306,17华夏银行二级01,101.43,4.5341,1.58,4.5337,
307,20沪电力SCP021,99.99,2.0988,-30.25,2.0988,
308,20中信银行CD277,97.70,3.1199,-98.91,3.1199,
309,20民生银行CD492,97.68,3.1549,-20.51,3.1663,
310,20农业银行CD142,99.25,2.9303,3.02,2.9152,
311,17建元6A2,77.40,,,,
312,20中国银行CD081,99.28,2.8201,,2.8201,
313,20平安银行CD285,97.72,3.1000,,3.1400,
314,20农业银行CD147,96.94,3.1400,-3.0,3.1450,
315,20厦门银行CD252,98.29,3.5000,,3.5000,
316,20宁波银行CD113,98.81,2.7997,-17.0,2.7997,
317,16兴城投资MTN001,99.83,3.6214,-12.47,3.6214,
318,16信达二级资本债01,100.12,3.6717,-1.18,3.6717,
319,17附息国债01,100.02,2.8600,1.0,2.8525,
320,16附息国债20,99.47,2.9525,-1.75,2.9483,
321,17国开10,102.72,3.5500,1.0,3.5447,
322,20平安银行CD146,98.82,2.8494,-5.13,2.8319,
323,20金融街MTN002,100.41,3.9861,0.63,3.9819,
324,19农发08,100.69,3.4900,-1.0,3.4932,
325,20宣城国资CP002,100.00,3.8896,,3.8896,
326,19大兴国资MTN001,99.73,3.8531,-0.39,3.8371,
327,19中化工MTN001,100.04,3.8460,1.0,3.8485,
328,19农发06,100.16,3.7150,1.0,3.7139,
329,19附息国债02,99.92,2.8000,1.99,2.7822,
330,20农业银行CD083,98.58,2.8958,-5.43,2.8982,
331,20上海机场SCP005,99.84,3.1099,,3.1062,
332,20进出02,98.67,3.0938,-0.38,3.1097,
333,16兴业银行二级,100.17,3.7017,-1.13,3.7017,
334,20国开06,99.39,2.8999,1.0,2.8927,
335,19进出09,99.97,2.9270,-0.6,2.9480,
336,16进出12,100.02,2.8899,-10.01,2.9171,
337,20徽商银行CD125,99.80,1.6491,-105.05,1.6781,
338,20平安银行CD317,96.92,3.1700,-10.97,3.2308,
339,20中铝SCP015,100.00,2.2966,29.49,2.2773,
340,20中信银行CD041,98.46,1.6999,-25.07,1.6805,
341,19附息国债07,100.53,3.1400,3.0,3.1215,
342,20中电路桥SCP013,99.86,3.3503,5.07,3.3358,
343,17国开06,101.17,3.1077,2.77,3.0840,
344,20天成租赁SCP013,99.84,3.6999,-0.02,3.6980,
345,20光大银行CD097,97.67,2.9199,1.0,2.8999,
346,20泰隆银行永续债,93.90,5.9896,-2.54,6.0240,
347,20深业MTN002,97.57,3.2774,-4.01,3.2784,
348,20贴现国债46,99.49,1.4501,1.08,1.4089,
349,20中石油MTN005,96.59,3.5623,-7.0,3.5680,
350,20上汽通用债,97.46,3.8200,-16.0,3.8200,
351,18兴业绿色金融02,100.67,3.1600,-5.0,3.1607,
352,20南京滨江SCP004,100.00,4.1995,,4.1995,
353,18华润MTN001,102.33,3.6274,-6.04,3.6737,
354,19进出08,100.12,3.1600,1.0,3.1418,
355,18川铁投MTN002,103.60,7.8831,,7.8839,
356,18辽宁17,100.54,2.9500,-3.0,2.9500,
357,19光明MTN001,99.62,3.5628,-13.72,3.5600,
358,19贵阳银行二级,99.77,4.9004,3.94,4.9004,
359,20中航租赁SCP015,100.01,3.5499,-4.97,3.5670,
360,19国开07,100.09,3.1022,2.5,3.0904,
361,20厦门银行CD179,99.35,1.7997,5.04,1.7837,
362,20农业银行CD093,98.58,2.9001,-9.98,2.9001,
363,20杭州银行CD188,98.54,2.9001,-34.0,3.0134,
364,20交通银行CD046,98.00,2.9000,-8.01,2.8900,
365,20民生银行CD557,96.93,3.1600,-9.0,3.1867,
366,20平安银行CD228,99.36,1.5989,-25.23,1.5989,
367,20晋商银行CD241,98.34,3.3796,,3.3796,
368,20建设银行CD075,98.59,2.8799,-14.01,2.8766,
369,20广发银行CD233,99.28,2.9000,-2.02,2.9000,
370,20铁道CP003,99.96,3.2000,-11.66,3.2000,
371,20广州银行CD065,99.38,1.6509,0.06,1.7831,
372,20农业银行CD136,99.25,2.9197,-2.17,2.9100,
373,20中信银行CD008,97.22,2.9501,2.0,2.9234,
374,20浦发银行CD031,97.19,2.9797,-9.04,2.9798,
375,18成都金融城专项债,102.86,4.8745,,4.8745,
376,20民生银行CD351,97.03,3.1200,1.0,3.1200,
377,20东航股SCP032,99.86,3.1300,-2.01,3.1300,
378,19长城债01(品种一),100.22,3.4660,1.54,3.4673,
379,19中国银行CD121,96.98,1.6006,10.24,1.6006,
380,20兴业银行CD448,99.26,2.9097,-9.04,2.9097,
381,19顺义国资MTN001,102.17,4.1063,1.79,4.1063,
382,20贵阳银行CD077,98.85,1.7497,5.15,1.7497,
383,20厦门银行CD255,98.29,3.4999,7.99,3.4999,
384,19威海商行永续债,98.35,5.8752,19.07,5.8758,
385,20承德银行二级01,92.84,5.5657,6.06,5.5659,
386,20交通银行CD232,97.72,3.1000,-23.01,3.1067,
387,20东航股SCP011,100.00,2.2001,-0.21,2.2001,
388,20华融湘江二级01,97.10,4.8772,18.49,4.8775,
389,18鲁黄金PPN003,101.25,8.9513,0.11,8.9513,
390,20华为MTN004,98.64,3.8500,-9.0,3.8500,
391,19威高MTN001,99.62,6.7890,0.08,6.7890,
392,14进出30,100.82,2.7899,-12.02,2.7899,
393,20武汉农商行CD067,99.81,2.0502,1.0,2.0502,
394,20桂林银行CD277,98.28,3.4994,,3.4994,
395,16辽宁债02,100.00,2.8100,,2.8100,
396,15附息国债02,100.82,2.6000,-30.74,2.6000,
397,20广西北部湾银行CD383,98.28,3.4970,,3.4970,
398,20光大银行CD104,97.72,2.8999,-10.0,2.8999,
399,20广州银行CD024,97.66,2.9699,,2.9699,
400,19附息国债11,99.69,2.9400,1.5,2.9211,
401,16临川城投债,59.61,6.1059,,6.1001,
402,20国开09,99.15,3.5350,-2.52,3.5230,
403,20汇金MTN007A,96.99,3.5900,-1.22,3.5656,
404,20兴业银行小微债05,99.86,3.5000,-3.0,3.5075,
405,20农发07,99.54,3.2384,-0.58,3.2211,
406,20中石油MTN002,96.81,3.8087,1.87,3.8033,
407,19中核MTN003,100.54,3.5306,-4.31,3.5306,
408,18进出02,100.23,2.6830,-2.82,2.7332,
409,20中粮SCP002,100.00,2.2019,1.0,2.1394,
410,17国开01,101.71,3.2550,1.0,3.2569,
411,18远洋集团MTN001,100.28,3.3999,1.98,3.3999,
412,20重庆银行CD053,97.74,3.0601,1.0,3.0601,
413,18河北26,100.56,2.8500,-2.02,2.8500,
414,20华夏银行CD095,97.62,2.9300,-17.0,2.9300,
415,18广州地铁MTN002,102.76,3.6600,-1.89,3.6457,
416,20淮安开发SCP006,100.00,4.9993,,4.9993,
417,20农发清发01,98.97,3.1000,1.0,3.1025,
418,16江宁城建债,59.32,4.1095,-6.5,4.1095,
419,19附息国债06,100.00,3.2900,2.25,3.2511,
420,20农发01,99.96,2.8694,-3.66,2.9060,
421,19招商证券金融债01BC,99.80,3.5572,-2.28,3.5593,
422,20汇金MTN010A,99.72,3.6000,-3.31,3.6033,
423,20广州地铁MTN001,96.92,3.6477,-5.23,3.6489,
424,18民生租赁债01,100.49,3.6799,-4.66,3.6824,
425,18农发03,103.78,3.1181,0.9,3.1201,
426,20中建八局SCP007,99.95,2.5491,-0.02,2.5495,
427,20四川债99,96.99,3.6200,,3.6188,
428,20平安银行CD003,97.17,2.9100,-4.01,2.9019,
429,20迪荡新城PPN002,99.26,5.0000,,5.0000,
430,17绵阳投资MTN001,102.52,8.6065,0.05,8.6063,
431,20江苏银行CD172,97.67,3.1800,-17.0,3.1721,
432,20苏交通SCP035,99.87,3.0999,1.0,3.0999,
433,20电网CP001,100.05,2.2998,-69.02,2.7072,
434,20进出08,99.72,2.8041,-2.59,2.8008,
435,20淮安城资SCP004,100.00,2.8998,,2.8998,
436,20浦发银行CD124,97.62,2.8499,1.0,2.8499,
437,19徽商银行永续债,98.71,5.2684,-0.53,5.2684,
438,20华夏银行CD470,96.82,3.2797,,3.2797,
439,16进出16,100.40,2.8800,-5.5,2.9567,
440,20北京银行CD092,96.90,3.2870,-76.53,3.2870,
441,20电网CP002,99.86,2.9988,-1.12,3.0035,
442,20中建材MTN001,98.81,3.6974,-8.51,3.7000,
443,19华润MTN005,100.15,3.5133,-8.69,3.5093,
444,20新疆银行CD013,99.16,3.4496,,3.4496,
445,20徽商银行CD091,98.48,3.0499,-15.0,3.0499,
446,19宁夏01,100.17,3.2200,,3.2275,
447,20中建二局MTN001,99.53,7.1365,,7.1365,
448,20台州循环PPN001,97.18,5.1380,,5.1380,
449,18附息国债23,101.04,2.9000,4.0,2.8814,
450,19工商银行永续债,99.75,4.5185,-4.13,4.5227,
451,17进出03,103.14,3.5400,2.0,3.5401,
452,20北坤投资PPN001,99.16,5.1117,-5.31,5.1117,
453,15国开10,103.15,3.4100,1.0,3.4055,
454,18中电国际MTN001,100.58,3.4201,-2.48,3.4127,
455,20银河证券CP011,100.01,2.0011,-0.19,2.0225,
456,17进出04,101.25,3.0200,-7.0,3.0200,
457,20广东南粤银行CD299,99.74,3.0962,,3.0962,
458,20农发06,99.56,2.8735,-0.47,2.8722,
459,20广州城投MTN001,100.45,3.8867,13.82,3.8811,
460,18山东债03,100.31,2.6701,,2.6701,
461,19交通银行01,99.89,3.4100,1.0,3.4100,
462,16进出03,99.76,3.3792,-1.99,3.3822,
463,18湖北债11,100.67,2.8700,-8.9,2.9078,
464,18农发11,102.75,3.3828,-0.68,3.3825,
465,19青岛17,100.09,3.2200,,3.2200,
466,20光大光穗ABN002优先,99.45,,,,
467,16绍兴城投MTN001,99.78,6.5932,8.51,6.5932,
468,15国开05,101.64,3.3790,-0.1,3.3806,
469,19进出10,101.12,3.7000,1.0,3.6901,
470,18民生银行02,100.52,3.2200,-1.0,3.2088,
471,20农业银行CD100,98.57,2.9028,-10.7,2.9028,
472,20建设银行CD071,98.61,2.9044,-19.82,2.8922,
473,20光大银行CD270,97.68,3.1647,3.46,3.1647,
474,20宁沪高SCP023,99.49,3.2099,1.0,3.2057,
475,20国网新源MTN001,97.49,3.7623,-5.54,3.7592,
476,20苏国信SCP029,99.86,3.1995,-8.88,3.1995,
477,19新建元MTN001,100.18,4.2387,-0.15,4.2398,
478,20建设银行CD016,97.36,2.9900,0.99,2.9900,
