,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
70,20中国银行CD083,99.29,2.5299,-16.98,2.5339,
71,11附息国债15,100.69,2.4947,-4.12,2.4947,
72,11附息国债08,100.31,2.3870,-3.29,2.3870,
73,11附息国债02,100.15,1.5816,-21.35,1.5816,
74,20进出12,99.93,2.9881,0.31,2.9824,
75,16农发03,100.02,2.0980,-23.29,2.2185,
76,19进出09,100.20,2.6921,-1.1,2.6852,
77,19国开05,98.76,3.6600,1.0,3.6364,
78,20浦发银行CD122,97.61,2.6199,-8.02,2.6243,
79,18国开12,100.68,2.6671,-0.28,2.6626,
80,19国开15,98.41,3.6650,0.02,3.6711,
81,17农发03,100.79,2.9100,15.85,2.7600,
82,17华夏银行二级01,101.42,4.5358,0.24,4.5455,
83,20民生银行CD561,97.11,2.9600,-4.0,3.0676,
84,17国开10,103.15,3.4700,0.75,3.4718,
85,20进出03,98.02,3.0800,0.5,3.0798,
86,20重庆农村商行CD294,97.75,3.0698,,3.0698,
87,20贴现国债49,98.72,2.5401,1.0,2.5279,
88,20国开06,99.52,2.6399,1.0,2.6399,
89,20抗疫国债04,96.56,3.2825,0.75,3.2820,
90,15国开10,103.53,3.3110,0.1,3.3095,
91,20江苏银行CD237,97.02,3.0698,,3.0698,
92,18国开10,102.93,3.5856,2.59,3.5813,
93,16国开13,98.06,3.4300,1.5,3.4336,
94,20湘高速PPN001,98.77,3.7742,-44.22,3.7742,
95,20华夏银行CD491,97.07,3.0198,,3.0198,
96,19国开04,101.70,3.3150,1.5,3.3260,
97,19农发07,100.20,2.9800,1.0,2.9714,
98,20平安银行CD331,100.00,2.9252,-0.74,2.9071,
99,20电网SCP048,99.98,2.8304,-9.01,2.8358,
100,20上饶城投PPN004,100.00,4.6999,,4.6998,
101,20平安银行CD222,98.61,2.6000,-55.54,2.9649,
102,20农发清发01,99.23,2.9025,1.25,2.9240,
103,20附息国债08,98.07,3.1850,-1.5,3.2117,
104,18建设银行二级02,101.78,4.4240,-0.54,4.4239,
105,19进出05,100.20,3.2086,-0.14,3.2268,
106,19农发09,99.99,3.2400,-5.0,3.2516,
107,19农发04,100.91,3.2087,3.52,3.2088,
108,19附息国债16,99.89,3.1400,1.5,3.1354,
109,19民生银行CD624,97.10,0.4970,-40.29,0.5694,
110,20青岛银行CD015,97.13,2.7000,-5.99,2.7000,
111,20民生银行CD357,97.16,2.9100,3.0,2.9100,
112,20东莞农村商业银行CD204,99.33,2.7197,,2.7197,
113,20中信银行CD179,97.15,2.9200,-12.99,2.9200,
114,20平安银行CD267,98.60,2.7300,,2.7300,
115,17邮储银行二级01,101.07,4.2973,0.13,4.2972,
116,16邮储银行二级01,99.92,3.3141,-0.01,3.3140,
117,20中信银行CD212,98.52,3.0239,1.19,3.0239,
118,20光大银行CD192,97.14,2.9300,1.0,2.9300,
119,19中国银行二级01,99.16,4.0936,-1.52,4.0930,
120,20青岛银行CD057,97.74,2.9201,,2.9201,
121,20重庆银行CD067,97.74,2.8801,,2.8801,
122,20民生银行CD267,97.46,2.7999,-39.01,2.7999,
123,20盛京银行CD467,99.07,3.7897,,3.7897,
124,20北京银行CD174,97.04,3.0497,,3.0446,
125,16上海农商二级01,100.21,3.9031,-4.26,3.9031,
126,19中石油MTN005,99.82,3.6300,-1.83,3.6364,
127,20建设银行CD101,98.62,2.6403,-2.95,2.6401,
128,20浦发银行CD040,97.26,2.6298,-32.03,2.6680,
129,16国开06,100.06,2.4899,2.02,2.4646,
130,19大唐发电PPN004,100.43,6.6881,-0.88,6.6881,
131,20温州银行CD223,99.73,3.1992,,3.1992,
132,18农发06,106.56,3.6177,4.77,3.5702,
133,20农发06,99.70,2.6689,-0.1,2.6666,
134,19兴业银行CD535,97.10,0.5525,-119.77,0.5867,
135,20浦发银行CD384,98.61,2.6201,-5.97,2.6144,
136,17内蒙02,102.16,2.8435,-7.65,2.8435,
137,20长沙银行CD011,97.16,2.7501,2.02,2.7501,
138,20绵阳银行永续债,92.40,6.6379,183.8,6.6370,
139,20兴业银行CD521,97.07,3.0000,-1.0,3.0000,
140,20农发02,98.10,3.0825,1.25,3.0779,
141,20进出06,99.77,2.4798,-0.02,2.4792,
142,20贴现国债48,99.42,2.2497,-2.07,2.2504,
143,17国开06,101.12,3.1234,0.6,3.1022,
144,15农发05,102.58,3.2960,-2.4,3.3019,
145,20农业银行CD030,98.00,2.7299,-1.26,2.7351,
146,20附息国债04,92.30,3.8300,1.0,3.8323,
147,17农发15,105.40,3.4700,1.0,3.4700,
148,17国开01,101.99,3.1514,2.14,3.1494,
149,18农发13,101.24,3.0975,-0.23,3.0847,
150,19浦发银行小微债01,100.44,3.1300,-0.59,3.1300,
151,16附息国债25,99.56,2.9500,4.0,2.9542,
152,20附息国债10,99.80,2.5000,-9.0,2.5630,
153,14附息国债24,100.94,2.5133,-3.67,2.6977,
154,20南电SCP012,99.80,3.3867,50.31,3.3238,
155,20武汉农商行CD093,99.14,3.4995,,3.4995,
156,19铁道07,99.72,3.4300,-8.0,3.4300,
157,19民生银行二级01,100.72,4.3719,-0.11,4.3614,
158,16农发08,100.27,3.3100,1.0,3.3138,
159,20宝武集团SCP002,99.90,2.8299,1.0,2.8187,
160,18中信银行二级02,101.69,4.5364,-0.05,4.5365,
161,20附息国债01,99.99,2.3992,-5.19,2.3823,
162,20贴现国债55,99.34,2.6003,-4.95,2.6114,
163,20龙源电力SCP016,99.95,2.8008,1.0,2.8063,
164,20中建材MTN002,97.00,3.7545,-24.3,3.7881,
165,20光大银行CD122,98.20,2.6000,-4.99,2.6213,
166,20兴业银行CD032,97.18,2.5499,-10.07,2.5499,
167,19长城债02BC(品种一),100.67,3.3432,-11.73,3.3432,
168,20兴业银行CD444,99.29,2.5195,-14.04,2.5382,
169,20浦发银行CD221,97.85,4.1315,-0.9,2.8673,
170,17农业银行二级,101.18,4.2447,-0.05,4.2448,
171,20民生银行CD570,97.09,3.0000,1.0,2.9856,
172,20交通银行CD029,97.35,2.6503,1.06,2.6458,
173,20中国银行CD012,98.01,2.7001,1.0,2.7001,
174,20光穗华侨ABN001优先,100.00,,,,
175,20电网CP004,99.47,2.7800,-12.01,2.7800,
176,19大唐发电PPN001,101.07,7.1351,0.37,7.1342,
177,18进出13,100.75,2.6900,-1.0,2.6950,
178,20进出05,98.50,3.3200,2.9,3.3120,
179,20进出15,100.47,3.3200,2.0,3.3103,
180,20中信银行CD008,97.26,2.6197,2.96,2.6290,
181,20进出09,99.90,2.6800,1.01,2.6772,
182,17工商银行二级02,101.17,4.2499,0.02,4.2493,
183,20浦发银行CD214,98.17,2.6799,-1.0,2.6780,
184,20闽高速SCP005,99.89,3.1099,0.57,3.1095,
185,20贴现国债61,99.38,2.4598,-2.01,2.4699,
186,19东方二级资本债01BC,98.95,4.3235,-7.28,4.3235,
187,20进出14,100.04,2.6700,-1.0,2.6795,
188,20广发银行二级01,98.95,4.3925,-0.57,4.3925,
189,15银川大桥项目NPB,100.05,5.7534,,5.7452,
190,20邮储银行CD003,98.10,2.7099,-1.02,2.7066,
191,20青岛银行CD121,96.95,3.1497,,3.1497,
192,20徽商银行小微债01,97.23,3.5500,-5.09,3.5500,
193,20平安银行CD333,97.09,2.9997,,2.9997,
194,18中南建设MTN001,99.40,12.6077,16.67,12.6082,
195,20交通银行永续债,99.73,4.6512,-8.05,4.6502,
196,20中原银行CD115,97.86,2.8551,1.0,2.8551,
197,20华夏银行CD324,98.60,2.6702,3.01,2.6702,
198,20邮储银行永续债,97.09,4.4567,-22.45,4.4567,
199,20建设银行CD072,98.63,2.6150,0.46,2.6116,
200,20中国银行CD051,98.62,2.6204,-4.93,2.6101,
201,20中国银行二级01,99.23,4.2966,-0.12,4.2966,
202,19农业银行二级04,100.43,4.2341,-0.42,4.2341,
203,18农发12,100.53,2.6961,-0.39,2.6911,
204,20贴现国债59,99.37,2.4799,-0.02,2.4735,
205,20贴现国债57,98.70,2.5650,-0.51,2.5586,
206,19上海银行二级,98.71,4.3574,8.01,4.3574,
207,20九龙江SCP003,100.00,3.4397,,3.4397,
208,19大横琴MTN001,100.71,3.9004,1.0,3.9004,
209,20光大集团SCP024,99.90,2.8002,1.0,2.7986,
210,20民生银行CD137,97.76,2.6499,1.0,2.6499,
211,17进出03,103.42,3.4875,-0.66,3.4954,
212,20中铝集SCP008,99.82,3.2306,-51.93,3.2306,
213,19农发08,101.06,3.4150,0.5,3.4059,
214,20光大银行永续债,99.16,4.7981,-0.85,4.7748,
215,20贴现国债43,98.74,2.4798,3.94,2.4666,
216,16新疆债02,100.02,2.6000,2.01,2.6000,
217,19附息国债13,99.89,2.9700,-2.25,2.9808,
218,20三一SCP012,99.95,3.1693,,3.1694,
219,19津地铁MTN001,100.74,3.8861,-0.03,3.8863,
220,20进出13,100.65,3.0800,-0.08,3.0872,
221,20招银租赁债01,100.12,3.8040,4.39,3.7704,
222,20农银租赁债01,100.25,3.8064,-3.36,3.7718,
223,20平安银行CD334,97.00,4.1363,,4.1363,
224,20国信证券CP012,100.00,2.8008,-0.89,2.8008,
225,20宁波银行CD032,97.33,2.6503,-0.94,2.6503,
226,20厦门国际银行CD072,97.47,3.5800,65.99,3.5800,
227,20招商银行CD120,97.94,2.7701,,2.7701,
228,20贴现国债38,98.79,2.6104,-3.94,2.6020,
229,20北京农商银行CD294,98.58,2.8797,,2.8797,
230,20郑州银行CD271,96.93,3.1474,,3.1474,
231,20中信银行CD165,97.16,2.9001,-7.98,2.9000,
232,20建设银行CD054,97.22,2.8899,-35.0,2.8899,
233,20浦发银行CD444,99.28,2.5504,-5.02,2.5464,
234,20中信银行CD214,98.61,2.6202,-7.99,2.6202,
235,20农业银行CD136,99.29,2.5302,-14.96,2.5302,
236,19进出11,100.62,3.7873,-0.55,3.7873,
237,17附息国债13,102.66,2.7556,-5.33,2.7556,
238,20中国银行CD100,97.84,2.9000,1.0,2.9000,
239,20江苏紫金农商行CD158,98.53,2.9997,,2.9997,
240,20建设银行CD131,98.62,2.7001,,2.7001,
241,20建设银行CD117,98.63,2.7001,1.0,2.7001,
242,20江苏银行CD234,97.07,3.0150,,3.0150,
243,17农发04,101.95,3.1464,1.64,3.1464,
244,20平安银行CD202,97.14,2.9300,1.0,2.9300,
245,20兴业银行CD329,97.15,2.9299,-0.01,2.9299,
246,20徽商银行CD153,97.04,3.0497,,3.0497,
247,20中原银行CD439,96.99,3.0997,,3.0997,
248,20华夏银行CD028,97.22,2.6199,2.97,2.6323,
249,20柳州银行CD304,99.73,3.1992,,3.1992,
250,20农发05,95.75,3.3200,2.1,3.3140,
251,20华能SCP008,99.97,2.6503,-7.95,2.6503,
252,20郑州银行CD270,97.31,3.7001,1.0,3.7001,
253,17远洋集团MTN001B,101.78,3.5441,-3.8,3.5421,
254,20平安银行永续债01,96.62,4.7583,5.83,4.5786,
255,20农发04,94.37,3.6850,1.0,3.6815,
256,20进出08,99.81,2.6400,1.0,2.6301,
257,20龙城发展MTN001,100.00,7.5215,,7.5215,
258,18国开04,103.48,3.0532,1.5,3.0536,
259,19国开绿债01,100.03,3.0834,-0.16,3.0804,
260,19钦州滨海MTN001,101.35,6.4638,,6.4626,
261,20青岛农商永续债01,97.47,5.3931,-0.19,5.4362,
262,20合川城投PPN001,100.00,5.4999,,5.4999,
263,20浦发银行CD184,97.91,2.7799,-2.01,2.7799,
264,20进出清发01,99.96,2.6950,1.0,2.6950,
265,20济宁银行CD033,96.56,3.5500,,3.5500,
266,16兴业银行二级,100.21,3.6934,0.07,3.6934,
267,20长兴建投CP001,100.00,4.0995,,4.0995,
268,19附息国债02,99.97,2.6051,2.55,2.5457,
269,20电网CP002,99.95,2.6998,-8.82,2.7004,
270,19钦州滨海专项债,100.85,7.3999,,7.3994,
271,20华夏银行,100.17,3.4800,1.18,3.4774,
272,20农发01,99.99,2.5504,-9.85,2.5994,
273,18国开11,101.63,3.1000,4.16,3.0964,
274,19附息国债11,99.88,2.8200,-1.0,2.8271,
275,18鲁黄金PPN002,100.51,9.1838,8.92,9.1838,
276,20抗疫国债01,97.43,3.0300,-2.0,3.0371,
277,20资阳凯利MTN001,90.00,11.5977,,10.7711,
278,20兰州建投SCP002,100.00,4.5294,,4.5294,
279,20交通银行02,100.13,3.4500,-2.66,3.4457,
280,16赣高速PPN001,100.07,7.3410,2.4,7.3410,
281,20中石油MTN002,97.37,3.6687,-0.13,3.6749,
282,20沪电力SCP025,99.55,3.9000,1.0,3.5272,
283,20深圳机场CP002,99.30,3.8500,1.0,3.8500,
284,20河南债14,97.97,3.3100,,3.3100,
285,20浦发银行CD526,97.09,3.0000,,3.0000,
286,20中铝集SCP007,99.68,3.1499,1.0,3.1499,
287,20东莞银行CD065,97.25,2.7500,0.02,2.7500,
288,20平安证券CP010,100.00,2.8992,-38.05,2.8992,
289,17苏州高新MTN002,101.49,8.0545,-1.57,8.0545,
290,20华夏银行CD348,98.46,3.3600,28.96,3.3600,
291,20农业银行CD022,97.62,2.6602,4.03,2.6425,
292,14国开03,100.15,2.3497,-19.96,2.3497,
293,20贵阳银行CD175,97.51,3.3999,1.0,3.3999,
294,20民生银行CD568,97.10,2.9900,-1.0,2.9900,
295,20平安银行CD050,97.31,2.7000,-5.01,2.7000,
296,20建设银行CD185,97.09,2.9995,-0.02,2.9624,
297,20浦发银行CD056,97.36,2.6497,-2.01,2.6497,
298,20兴业银行CD448,99.29,2.5302,-12.96,2.5601,
299,20浦发银行CD130,98.46,0.4977,-20.09,0.5403,
300,20上海银行CD291,99.77,2.3996,-4.96,2.3996,
301,20光大银行CD099,98.47,0.6012,-104.94,0.6499,
302,20交通银行CD134,97.22,2.9001,0.01,2.9001,
303,18山东15,100.78,2.6142,-3.58,2.6121,
304,20苏州银行CD151,97.72,2.8799,-44.02,2.8799,
305,20广发银行CD140,97.14,2.9300,1.0,2.9300,
306,20江苏银行CD007,97.16,2.6899,-4.0,2.6899,
307,20招商银行CD012,97.18,2.5296,-12.02,2.5296,
308,16豫高管MTN001,96.70,4.3291,-6.26,4.3291,
309,20兴业银行CD424,99.30,2.5507,-12.92,2.5507,
310,20北京银行CD005,97.18,2.6797,-1.01,2.6850,
311,20国家能源SCP002,99.85,2.7000,-32.86,2.7000,
312,20津城建MTN006,98.30,4.2659,-0.04,4.2662,
313,20建设银行CD128,98.62,2.6999,,2.6999,
314,20稠州商行CD078,96.58,3.5012,-29.6,3.5732,
315,20农业银行二级01,95.09,3.7304,-0.09,3.7304,
316,17国开08,102.65,3.5090,22.84,3.2928,
317,20蚌埠城投MTN001,100.00,4.6982,-4.02,4.7238,
318,20渤海银行CD513,98.22,3.6501,1.0,3.6501,
319,20工元乐居6A2,99.85,,,,
320,16国开10,99.33,3.3191,1.91,3.3213,
321,18附息国债28,100.99,3.0000,-2.5,3.0234,
322,20戴姆勒财PPN002BC,98.88,3.7332,-31.68,3.7332,
323,20长沙经开MTN001,99.72,4.0621,-5.37,4.0621,
324,18陕延油MTN003,101.02,7.1436,-0.64,7.1436,
325,20青岛农商行CD045,97.86,2.8499,,2.8499,
326,18进出09,103.00,3.0900,0.5,3.0821,
327,18中建四局MTN003,100.59,3.5044,0.78,3.4976,
328,17附息国债01,100.17,2.7100,-1.5,2.7071,
329,20浦发银行CD128,98.46,0.6000,-49.76,0.7345,
330,20中信银行CD043,98.47,0.6012,-99.72,0.7368,
331,20河北高速SCP002,99.87,3.1500,,3.1500,
332,20浦发银行CD039,97.26,2.6197,-6.06,2.6259,
333,20联发PPN001,99.04,4.5495,-7.28,4.5495,
334,19进出03,100.17,2.8000,-3.0,2.8113,
335,20福建海峡银行CD186,99.30,2.8496,,2.8496,
336,20海南债11,96.19,3.3100,,3.3100,
337,19中国银行永续债01,100.39,4.3600,-4.5,4.3592,
338,20民生银行CD034,97.26,2.6497,-4.03,2.6497,
339,16进出03,100.09,3.3100,0.35,3.3748,
340,18国新控股MTN001,100.91,3.1959,-20.88,3.2000,
341,16国开07,100.37,3.0581,-0.38,3.0623,
342,16国开18,100.69,2.6800,-0.21,2.6796,
343,20华夏银行CD489,97.07,3.0198,,3.0198,
344,18农发02,100.18,2.5003,1.0,2.5003,
345,19农发03,100.36,2.9024,-4.0,2.9099,
346,20湖南45,96.87,3.9300,-1.87,3.9421,
347,20华兴银行永续债01,94.80,6.0842,2.71,6.0833,
348,20陕文投PPN002,99.93,6.5262,,6.5262,
349,20中国银行CD092,97.83,2.8899,-2.02,2.8900,
350,20融裕ABN003优先,100.00,,,,
351,20招银租赁二级,99.74,4.2808,,4.2808,
352,20交银租赁债01,99.59,3.8013,-4.87,3.8013,
353,20光大银行CD260,97.82,2.9001,-3.99,2.8934,
354,20吉安绿色债,100.00,5.2959,,5.2954,
355,20民生银行CD569,97.09,3.0000,1.0,3.0000,
356,20平安银行CD328,97.10,2.9800,1.0,2.9800,
357,20本钢集团SCP008,100.00,4.4653,,4.3980,
358,20民生银行CD550,98.59,2.8239,-195.63,2.8239,
359,20中国银行CD080,97.22,4.0558,117.58,4.0558,
360,19京基投MTN001A,100.80,3.6883,-13.5,3.6883,
361,16甘肃债02,100.03,2.6101,,2.6101,
362,20兴业银行CD529,97.11,2.9700,-5.0,2.9700,
363,17舟山海洋MTN001,101.42,7.9840,1.49,7.9840,
364,17联合农商二级02,100.17,4.9633,4.57,4.9631,
365,20中国核建SCP004,99.96,3.2486,-0.21,3.2490,
366,20广州农村商业银行CD145,96.40,3.7468,1.04,3.7468,
367,20青岛农商行CD044,97.86,2.8100,1.0,2.8100,
368,20广物控股SCP007,99.49,3.6881,7.94,3.6881,
369,20交通银行CD036,97.54,2.6502,1.0,2.6502,
370,20中国银行永续债02,100.21,4.5000,-4.79,4.4994,
371,20恒丰银行CD461,99.76,2.7999,,2.7999,
372,20青海银行CD040,99.73,3.2312,,3.2312,
373,20浦发银行CD217,98.19,2.6500,1.0,2.6500,
374,07国债06,108.11,3.6100,-2.0,3.6117,
375,20江西银行CD022,97.32,2.9500,,2.9500,
376,20中信银行CD094,98.18,2.6498,1.0,2.6498,
377,18河南01,100.50,2.5801,-28.01,2.5801,
378,20江苏银行CD116,97.13,2.9300,-1.01,2.9300,
379,18锦州银行二级,98.19,5.2021,0.21,5.2020,
380,20兴业银行CD432,99.29,2.5397,-16.03,2.5399,
381,20宿迁城投MTN002,97.04,4.5607,-5.3,4.5607,
382,20长春城发MTN001,100.26,6.8995,,6.8995,
383,19南电MTN005,100.60,3.2100,-23.0,3.2100,
384,19铁道13,100.24,3.4300,,3.4300,
385,20中信银行CD003,97.16,2.6001,-6.95,2.6001,
386,12铁道01,101.44,3.2656,,3.2656,
387,19盐城东方MTN002,100.00,10.3168,,10.3168,
388,20大连万达MTN004,99.30,5.6627,46.23,5.6617,
389,20浦发银行CD191,97.83,2.8186,1.86,2.8186,
390,20平安银行CD061,97.35,2.6397,-1.06,2.6432,
391,20浙商银行CD127,99.33,2.7191,-0.02,2.7191,
392,20闽冶金SCP008,100.00,3.0997,,3.0997,
393,19国泰君安金融债01,100.25,3.3100,-9.0,3.3161,
394,20贴现国债53,99.38,2.3001,-7.02,2.3052,
395,20广物控股SCP009,99.93,3.4401,-7.0,3.4386,
396,20扬州交通SCP001,100.00,2.9998,,2.9998,
397,19国开09,100.36,3.4250,-1.5,3.4316,
398,20陕交建SCP002,99.73,3.0998,-1.42,3.0998,
399,20徐州高新SCP002,100.00,4.3495,,4.3495,
400,17国开15,104.44,3.4800,1.0,3.4800,
401,16农发18,101.24,3.3200,2.08,3.3704,
402,20潞安MTN002,98.05,4.2948,1.0,4.2948,
403,16天津债03,99.90,3.0999,40.0,3.0999,
404,20贴现国债52,98.70,2.6040,1.39,2.5821,
405,20华润银行永续债,94.56,6.1000,5.97,6.1069,
406,19进出06,100.56,2.9550,-0.5,2.9608,
407,20上海债01,98.78,3.3000,4.13,3.2967,
408,20中电信SCP009,99.90,2.7001,-0.59,2.7130,
409,20中国银行CD060,98.60,2.6403,-2.97,2.6405,
410,19附息国债10,101.48,3.7750,-3.5,3.8127,
411,16附息国债10,99.02,3.1000,-1.0,3.1001,
412,19渝中专项债01,101.77,4.8227,,4.8203,
413,15国开05,102.01,3.2770,-2.3,3.2770,
414,20京国资MTN001,98.31,3.8019,1.0,3.8019,
415,16虞经开债,60.13,4.5568,0.34,4.5500,
416,18湖南债20,104.43,3.3400,,3.3400,
417,16国开05,99.12,3.8776,-2.24,3.8973,
418,16农发13,100.09,2.6001,1.0,2.6001,
419,20长沙银行小微债02,100.23,3.6182,1.82,3.6196,
420,20农业银行CD026,98.04,2.7200,-18.0,2.7220,
421,20进出02,98.95,2.8875,-0.25,2.8910,
422,20中国银行CD081,99.29,2.5294,-4.1,2.5456,
423,20光大银行CD103,97.80,2.7399,-1.99,2.7399,
424,20农业银行CD014,97.60,2.5998,-6.0,2.6058,
425,20海通证券CP008,100.00,2.8640,-0.02,2.8411,
426,20瓯海农商行CD063,99.76,2.8504,,2.8504,
427,20浦发银行CD137,97.80,2.7399,-1.01,2.7319,
428,20农业银行CD068,98.64,2.6296,1.0,2.5798,
429,14农发09,100.45,2.5502,0.02,2.5502,
430,20贴现国债50,99.39,2.2002,1.0,2.2086,
431,20大唐集MTN004,100.80,6.5571,-2.92,6.5576,
432,20中油股MTN002,97.89,3.3923,-10.77,3.3902,
433,20中交建MTN001,99.68,6.2362,-1.57,6.2357,
434,20中国银行CD109,98.62,2.7800,-1.0,3.4112,
435,20惠通双创债,100.39,5.1895,,5.1893,
436,20北京农商银行CD282,98.59,2.8300,,2.8500,
437,19稠州银行二级01,99.00,5.4228,28.87,5.3518,
438,20交通银行CD266,99.33,2.6399,,2.6449,
439,20民生银行CD358,98.61,2.6769,-2.29,2.6697,
440,19农业银行永续债01,99.52,4.5300,3.0,4.5088,
441,17农发09,101.55,2.9000,2.77,2.8917,
442,18华润MTN002,101.61,3.5280,-0.2,3.5280,
443,16农发05,100.09,3.3109,1.09,3.3101,
444,20高邮建投PPN001,100.00,6.2998,,6.2998,
445,20平安银行CD089,98.00,2.7499,1.98,2.7864,
446,18附息国债02,100.11,2.2402,1.0,2.2366,
447,18朝阳国资MTN002,100.69,3.1866,-24.34,3.1897,
448,16广东债11,98.70,3.3000,,3.2841,
449,20湖北债38,96.64,3.8350,,3.8363,
450,18附息国债21,100.43,2.6001,-4.81,2.6055,
451,17嘉兴秀洲债,81.81,4.4971,-0.29,4.4988,
452,19进出10,101.34,3.6700,1.0,3.6701,
453,19附息国债06,100.33,3.2450,-1.5,3.2500,
454,20陕高速MTN001,99.84,3.8581,1.0,3.8481,
455,20农发07,99.87,3.1100,4.0,3.0899,
456,20泉州银行永续债01,92.44,6.6341,-3.17,6.6336,
457,20中化工MTN001,99.57,6.7340,1.45,6.7326,
458,20江西30,98.08,3.8425,0.75,3.8425,
459,20中国银行CD088,99.28,2.6003,-0.01,2.5965,
460,20黄金创业ABN001优先,100.00,,,,
461,20浦发银行CD105,97.59,2.6400,-6.01,2.3201,
462,16广州地铁专项债01,100.23,3.9375,-0.2,3.9372,
463,20武金控SCP003,100.00,3.7972,-1.19,3.7972,
464,20民生银行CD266,98.19,2.5998,,2.5998,
465,19天津09,100.26,3.2500,0.5,3.2500,
466,20鄂交投SCP009,99.68,3.0635,-1.29,3.0635,
467,20西安高新MTN003,97.79,4.5600,-9.0,4.6150,
468,14国开28,101.30,2.7001,-8.99,2.6990,
469,20西安银行CD022,97.52,2.7800,,2.7800,
470,20浦发银行CD030,97.22,2.5302,-13.98,2.5302,
471,20苏州银行CD040,97.28,2.7002,,2.7002,
472,18浙国贸MTN002,100.64,3.6799,-29.4,3.6778,
473,20宁波银行CD021,97.24,2.6899,,2.6899,
474,20平安银行CD003,97.19,2.5299,-17.03,2.5299,
475,20光大银行CD172,97.16,2.9000,3.0,2.9000,
