,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
100,21光大集团SCP002,100.00,2.3698,,2.3688,
101,21鲁高速SCP001,100.00,2.5001,,2.4990,
102,17国开15,104.61,3.4450,-1.5,3.4535,
103,18国开08,100.55,2.0231,-11.44,2.0608,
104,21萧山农商银行CD002,99.76,2.8454,,2.8454,
105,20交通银行CD028,97.40,2.1300,-4.01,2.1407,
106,19附息国债06,101.02,3.1500,-1.0,3.1692,
107,21中电投SCP002,100.00,2.4999,0.01,2.4967,
108,19交通银行01,100.41,3.1200,1.0,3.0768,
109,18农发06,107.49,3.4700,-3.0,3.4832,
110,16国开07,100.63,2.9281,-0.19,2.9294,
111,19建元6A1_bc,21.52,,,,
112,17邮储银行二级01,101.18,4.2765,0.06,4.2746,
113,20中铝集SCP006,99.87,2.6700,0.02,2.6694,
114,20华夏银行,100.55,3.3382,-0.63,3.3299,
115,21兴业银行CD009,97.29,2.7800,-52.0,3.1127,
116,21北京农商银行CD010,98.46,3.1499,1.0,3.0666,
117,20贵州债69,101.07,3.3710,,3.3728,
118,19进出09,100.51,2.3400,1.0,2.3358,
119,19附息国债13,100.40,2.8250,2.5,2.8028,
120,20平安银行永续债01,98.21,4.3315,0.15,4.1692,
121,20中信银行CD080,98.02,2.4701,1.01,2.4603,
122,19农发清发01,100.35,2.2048,-0.38,2.2365,
123,20广东94,100.82,3.2800,-5.0,3.2782,
124,21宜兴城投MTN001,100.00,3.9400,,3.9400,
125,20沪港务SCP006,99.80,2.5000,1.0,2.5000,
126,20北京银行CD042,98.14,2.4300,,2.4155,
127,21平安银行CD011,98.01,2.7199,,2.7199,
128,20交通银行02,100.43,3.3350,-0.69,3.3661,
129,21武汉城建SCP001,100.00,3.0997,,3.0997,
130,19进出05,100.69,3.0414,-2.36,3.0612,
131,21山东核电SCP001,100.00,3.0897,,3.0897,
132,21无锡建投PPN001,100.00,3.9399,,3.9399,
133,20北京银行CD038,98.15,2.4099,-34.02,2.4147,
134,20贴现国债47,98.90,1.7400,-8.0,1.7951,
135,21融和融资SCP001,100.00,2.7998,,2.7998,
136,20国开05,95.89,3.6050,-1.0,3.6123,
137,21金地MTN001,100.00,3.8799,,3.8799,
138,21海安开投CP001,100.00,5.1793,,5.1793,
139,20平安银行CD235,98.62,2.6002,1.0,2.6002,
140,14国开10,100.78,2.1085,-4.15,1.9887,
141,21沪电力SCP002,100.00,2.5798,,2.5798,
142,20农发03,99.73,2.1098,-5.4,2.0901,
143,21上海银行CD006,98.70,2.6499,,2.6499,
144,20中国银行CD084,98.68,2.3499,-7.01,2.3499,
145,15国开05,102.17,3.2289,-4.11,3.2281,
146,20宁波银行CD009,97.15,1.5995,10.08,1.5995,
147,21民生银行CD004,97.28,2.7997,,2.8058,
148,20交通银行CD037,97.65,2.1600,-45.0,2.1600,
149,20广州农村商业银行CD111,97.18,2.7500,-8.0,2.7500,
150,20农业银行CD149,99.30,2.0506,9.07,2.0502,
151,13附息国债18,104.35,2.3500,5.55,2.3005,
152,20浦发银行CD515,97.07,2.9800,1.0,2.9800,
153,18工元安居2A1,11.14,,,,
154,20中信银行CD279,97.95,2.6200,-2.99,2.6200,
155,18附息国债13,103.29,2.8000,-8.0,2.8390,
156,21光大银行CD007,98.01,2.7199,,2.7199,
157,20建设银行CD189,98.72,2.5794,-0.02,2.5794,
158,20农业银行CD178,98.72,2.5819,8.18,2.5819,
159,21浦东开发MTN001,100.00,3.5800,,3.5800,
160,20中航空SCP002,99.84,2.5786,-1.15,2.5860,
161,20抗疫国债04,97.35,3.1850,-5.5,3.1983,
162,19农发09,100.35,3.1312,0.12,3.1345,
163,20浦发银行01,97.51,3.2250,-0.54,3.2128,
164,19农发01,101.10,3.5900,-3.5,3.6175,
165,20农发05,96.16,3.2250,-1.0,3.2206,
166,21京城投PPN001,100.00,4.0999,,4.0999,
167,18国开05,109.15,3.4000,-1.0,3.4042,
168,18国开03,100.41,1.7167,-11.95,1.7650,
169,20国开17,99.42,3.1000,-2.84,3.0845,
170,20国开04,100.32,3.3700,-0.5,3.3823,
171,14铁道09,101.62,2.6400,1.0,2.6987,
172,20象屿SCP021,99.95,3.0800,,3.0790,
173,20贴现国债38,98.86,1.9306,-4.89,1.9518,
174,20农发09,100.29,2.2948,-4.26,2.2968,
175,20南电SCP011,100.00,2.4899,,2.4887,
176,20交通银行CD038,97.73,2.1497,-1.02,2.1486,
177,20浦发银行CD478,97.94,2.6600,1.0,2.6044,
178,18山东14,101.05,2.1209,-11.51,2.1209,
179,15江苏债26,101.77,2.5296,-3.6,2.5298,
180,14附息国债12,104.64,2.5768,-5.18,2.5767,
181,19附息国债10,101.92,3.7500,-2.27,3.7399,
182,20工商银行双创债,100.39,3.2100,-3.0,3.2173,
183,19附息国债11,100.34,2.5200,-5.0,2.5436,
184,20电网SCP032,99.82,2.5211,-2.0,2.5267,
185,21渤海银行CD005,97.13,2.9498,,2.9497,
186,18附息国债07,100.35,1.8800,2.99,1.8840,
187,15国开10,103.85,3.2200,-3.0,3.2244,
188,21信达地产MTN001,100.00,4.4998,,4.4999,
189,17宁波银行二级,101.87,4.4782,1.61,4.4781,
190,20进出11,101.03,3.6125,-1.25,3.6214,
191,20进出10,97.07,3.6100,-1.25,3.6228,
192,20民生银行CD182,98.15,2.3900,-35.01,2.6394,
193,21中化股SCP002,100.00,2.2997,,2.2999,
194,20工商银行二级01,100.00,4.1976,-0.01,4.4638,
195,19进出06,100.86,2.7220,-0.8,2.7225,
196,20国开06,99.74,2.1000,2.0,2.1080,
197,18农发09,100.78,2.1001,-9.98,2.1727,
198,20厦门国际银行CD072,97.85,2.6801,-67.98,2.6801,
199,20农业银行CD142,99.30,1.9506,2.0,1.9043,
200,20南京银行CD075,97.48,2.6499,,2.6499,
201,20中国银行CD057,98.67,2.0604,16.02,2.0604,
202,20农业银行CD008,97.66,2.1099,-6.02,2.1099,
203,19附息国债02,100.06,1.8397,-5.98,1.8442,
204,20国家能源SCP002,99.95,2.2201,1.97,2.2169,
205,21苏交通SCP002,99.99,2.7200,-92.68,3.0568,
206,21长沙高新MTN001B,100.00,3.9800,,3.9800,
207,16农发11,100.19,1.8297,-4.01,1.8280,
208,21中电投SCP001,99.98,2.5400,-0.65,2.5358,
209,21泉州台商CP001,100.00,4.2490,,4.2439,
210,20农业银行永续债01,97.04,4.2400,-0.87,4.2507,
211,20华电煤业SCP001,99.76,3.5500,65.0,3.0952,
212,19广发银行永续债,100.69,4.2899,-0.99,4.2880,
213,20南航集SCP008,100.00,1.8987,-10.26,1.8987,
214,19附息国债04,101.28,2.7700,3.0,2.7321,
215,21平安证券CP001,100.03,2.4299,-55.89,2.4357,
216,18广西债14,106.11,,,,
217,21民生银行CD002,97.26,2.8200,1.0,2.8029,
218,18辽宁15,101.05,2.1500,-150.89,2.1500,
219,18工元9A2,102.31,,,,
220,20民生银行CD343,98.63,2.3995,1.0,2.3424,
221,20民生银行CD100,97.62,2.1599,1.0,2.1512,
222,18附息国债19,103.29,3.0500,-4.73,3.0622,
223,19农发08,101.67,3.2900,-4.0,3.3116,
224,21常高新PPN001,100.00,4.2399,,4.2399,
225,18衡阳城投PPN001,100.51,6.1054,-8.27,6.1315,
226,20中石油MTN001,99.10,3.1800,-1.0,3.1819,
227,19农发04,101.35,3.0600,-4.0,3.0767,
228,21鲁黄金SCP001,99.98,2.9001,5.05,2.9001,
229,16附息国债25,100.24,2.7000,-12.15,2.7122,
230,20建设银行CD138,98.68,2.3500,1.0,2.3500,
231,20招商银行CD021,97.31,1.9002,-1.95,1.9154,
232,20中信银行CD169,98.65,1.9704,2.06,1.9704,
233,20江苏银行CD114,97.29,2.6099,-9.01,2.6560,
234,19中国银行二级01,100.08,3.9660,-0.93,3.9698,
235,16进出12,100.44,2.3475,-0.25,2.3318,
236,19华夏银行永续债,101.81,4.2659,-1.55,4.2659,
237,20进出02,99.32,2.6200,-0.75,2.6277,
238,19附息国债09,100.32,2.0500,1.0,2.0458,
239,17国开06,101.66,2.6476,-3.48,2.6499,
240,20兴业银行CD348,97.29,2.6800,1.0,2.6650,
241,20兴业银行CD521,97.31,2.7001,-9.99,2.7001,
242,18四川32,104.13,3.0500,,3.0467,
243,20交通银行CD197,98.71,2.1498,,2.1568,
244,20交通银行CD029,97.40,2.1453,-0.44,2.1487,
245,21中信建投CP001,99.98,2.4798,4.26,2.4798,
246,20建设银行CD171,98.75,2.3999,-107.24,2.3999,
247,20兴业银行CD245,98.25,2.2802,-10.99,2.3133,
248,20中国银行永续债02,100.66,4.3930,3.42,4.3930,
249,20信达二级资本债01,100.32,4.4579,,4.4579,
250,20平安银行CD208,97.29,2.6800,1.0,2.6800,
251,20广州农村商业银行CD079,97.23,2.7000,,2.7000,
252,20北京银行CD032,98.08,2.9101,1.0,2.9101,
253,20农业银行CD022,97.73,2.1498,1.0,2.1498,
254,20兴业银行CD421,97.97,2.5801,-6.99,2.5801,
255,18江苏债12,101.10,2.1233,-27.67,2.1233,
256,16山东债07,100.96,2.6217,-6.34,2.6217,
257,21浦发银行CD007,98.05,2.6601,,2.6601,
258,20湖北债107,100.46,3.3200,-0.5,3.3200,
259,20国开18,99.02,3.3402,-3.45,3.3402,
260,21浙江上虞农商行CD003,99.33,2.7197,,2.7197,
261,17平安财险,103.14,5.2312,,5.2312,
262,17华夏银行二级01,101.63,4.4959,0.07,4.4947,
263,14农发28,100.71,2.1625,-55.25,2.1625,
264,20贴现国债52,98.89,1.8928,-6.71,1.9343,
265,20辽交投MTN001,97.46,6.2527,2.09,6.2525,
266,19工商银行二级03,101.40,4.1944,0.75,4.1934,
267,20中铁股MTN004,99.65,2.9997,1.07,2.9957,
268,19工商银行永续债,100.92,4.1590,1.9,4.1590,
269,18国开06,105.77,3.2390,1.9,3.2274,
270,17附息国债01,100.60,2.2600,1.0,2.2604,
271,20中石油MTN004,97.45,3.2200,-4.0,3.2163,
272,21陕西水务CP001,100.00,4.0795,,4.0793,
273,20北京农商银行CD296,98.73,2.5599,1.0,2.5372,
274,18进出10,109.09,3.4400,0.25,3.4409,
275,21东阳农商银行CD001,99.33,2.7497,,2.7497,
276,21钟楼经开SCP001,100.00,4.7894,,4.7892,
277,19建元8A2_bc,80.10,,,,
278,20进出04,100.01,1.7996,-5.03,1.7300,
279,20贴现国债59,99.44,1.8364,-5.34,1.8276,
280,20附息国债03,99.14,2.6600,1.0,2.6591,
281,21长沙高新MTN001A,100.00,3.7599,,3.7599,
282,20北京银行CD011,97.33,2.1302,-7.0,2.1302,
283,16附息国债07,100.17,1.8518,-6.83,1.8571,
284,21乌经开CP001,100.00,3.6496,,3.6496,
285,18进出13,100.89,2.4001,3.01,2.3766,
286,20中国银行CD096,99.29,1.9996,19.91,1.9996,
287,21上饶投资SCP001,100.00,3.1797,,3.1797,
288,20中电投SCP023,100.00,2.1400,4.05,2.1400,
289,21招商银行CD004,97.28,2.8000,0.67,2.7920,
290,20兴业银行CD453,99.29,1.7505,35.02,1.7505,
291,20农业银行CD126,97.98,2.5600,-74.1,2.5760,
292,20三一SCP014,100.00,2.3485,,2.3485,
293,19杭州银行二级,99.90,4.6106,-0.06,4.6106,
294,19交通银行永续债,99.93,4.2139,2.39,4.2139,
295,20民生银行CD561,97.29,2.7300,-7.0,2.7300,
296,21邮政SCP001,100.01,2.4801,-5.97,2.4841,
297,20贴现国债53,99.41,1.3000,-20.02,1.3543,
298,20桂林银行CD311,98.54,2.9000,,2.8800,
299,20浦发银行CD341,98.64,2.1300,-1.99,2.1300,
300,20平安银行CD084,98.26,2.3000,-3.99,2.3239,
301,21东阳农商银行CD002,98.61,2.8498,,2.8498,
302,20中国银行CD109,98.73,2.4299,-88.45,2.4299,
303,18淮安淮安PPN001,100.09,7.4353,,7.4353,
304,14国开21,101.50,2.3334,-8.6,2.3334,
305,19农业银行永续债01,100.77,4.1500,1.0,4.1611,
306,19国开14,100.34,2.7700,-3.82,2.7713,
307,17农发03,101.31,2.3250,-5.5,2.3430,
308,21张家港农村商业银行CD001,99.39,2.5000,,2.5000,
309,21富阳农商银行CD003,98.61,2.8498,,2.8498,
310,20青岛银行CD053,98.01,2.4899,-3.0,2.4899,
311,18附息国债27,100.90,3.1200,-4.0,3.1284,
312,17国开01,102.34,3.0200,2.5,2.9799,
313,20平安租赁SCP008,99.99,2.6498,-14.0,2.6498,
314,20国开09,99.79,3.4250,0.5,3.4104,
315,20交通银行二级,96.70,3.6615,-1.01,3.6670,
316,21九江城发PPN001,100.00,4.5999,,4.5999,
317,20光大银行永续债,100.73,4.4200,-5.88,4.4556,
318,21南平高速MTN001,100.00,4.8199,,4.8199,
319,20交通银行CD046,98.27,2.2802,-12.0,2.2802,
320,18河北债40,104.33,3.0500,,3.0511,
321,19新希望MTN002,99.70,4.1765,0.03,4.1765,
322,19宁波银行二级,101.03,4.2494,-9.54,4.2494,
323,20广州城投MTN003,101.14,3.6605,-0.68,3.6618,
324,20中国银行CD086,99.30,1.7011,17.53,1.7236,
325,20浦发银行CD432,99.29,1.6020,-0.01,1.6823,
326,20深地铁债02,97.93,3.3424,0.24,3.3411,
327,17首钢MTN001,101.88,3.3000,1.0,3.3000,
328,20广发银行CD250,98.45,3.1955,-0.46,3.1955,
329,20鲁钢铁SCP009,99.09,5.1701,,5.1687,
330,16国开03,100.02,1.0678,-33.27,1.1862,
331,20太湖新城SCP008,99.94,2.7201,,2.7664,
332,19招商银行小微债01,100.62,3.0066,-0.34,3.0092,
333,21中电信息SCP001,100.00,3.0497,,3.0497,
334,20中石化MTN003,97.68,3.2300,-3.23,3.2306,
335,20广发银行二级01,100.03,4.2546,-0.96,4.2546,
336,20中信银行CD284,97.98,2.6000,-10.0,2.6514,
337,15山东债07,101.51,2.4400,,2.4455,
338,20张家城投SCP004,99.77,3.3800,-24.01,3.3793,
339,19德宝天元2优先_bc,56.92,,,,
340,20兴业银行CD159,98.03,2.5701,1.0,2.5701,
341,20邮储银行永续债,97.96,4.2313,-4.79,4.2563,
342,20兴业银行小微债03,98.53,3.2300,-2.0,3.2128,
343,20光大银行CD267,97.27,2.6800,,2.6800,
344,16农发16,100.28,2.1501,1.0,2.1251,
345,20华夏银行CD470,97.26,2.7600,,2.7600,
346,19中国银行永续债01,101.17,4.0823,-3.13,4.0713,
347,20中信银行CD251,97.96,2.6199,-1.01,2.6250,
348,21海江投资CP001,100.00,3.4197,,3.4196,
349,20渤海银行小微债,100.00,3.5439,1.0,3.5085,
350,20重庆农村商行CD210,97.17,2.7401,,2.7401,
351,20江苏银行CD119,97.27,2.6800,-2.01,2.6800,
352,21进出07,99.86,3.4230,-0.01,3.4229,
353,20农业银行CD016,97.70,2.1200,-2.99,2.1226,
354,20浦发银行CD469,97.95,2.6200,-7.0,2.6755,
355,20建设银行CD083,97.32,2.6300,1.0,2.6300,
356,20北京银行CD092,97.26,2.6801,-3.98,2.6801,
357,20浙商银行CD068,97.28,2.6800,-6.13,2.6800,
358,20长沙银行CD103,97.24,2.7001,-25.99,2.7001,
359,20华夏银行CD408,97.23,2.7500,-27.01,2.7250,
360,20郑州银行CD102,97.48,2.6201,-81.99,2.6201,
361,20江苏银行CD214,97.15,2.8430,1.29,2.8115,
362,20中国银行CD055,98.66,2.0497,-0.06,2.0497,
363,20兴业银行CD295,97.34,2.6000,-29.0,2.5950,
364,20兴业银行CD240,97.54,2.6000,-5.0,2.5751,
365,19农业银行永续债02,100.10,4.1628,-2.97,4.1628,
366,20中信银行CD183,97.31,2.6399,-143.7,2.6399,
367,20浦发银行CD030,97.23,1.9705,-23.02,1.9655,
368,20交通银行CD167,97.32,2.6200,-9.34,2.6200,
369,21中化股SCP001,100.01,2.2505,-0.02,2.2506,
370,20东吴证券CP013,100.06,2.1998,-2.0,2.1998,
371,20浦发银行CD137,97.92,2.3400,1.0,2.3100,
372,21民生银行CD003,96.92,3.1792,39.94,3.1807,
373,20中国银行CD048,98.65,1.9805,8.11,1.9805,
374,21浙江诸暨农商行CD008,99.33,2.7497,,2.7497,
375,20深投控SCP003,100.11,2.5999,-2.01,2.5981,
376,20徽商银行CD055,97.24,2.7000,,2.7000,
377,20工银租赁债02,101.04,3.5064,,3.5064,
378,20中信银行CD029,97.69,2.1602,0.03,2.1602,
379,20光大银行CD266,97.97,2.5799,-5.02,2.5799,
380,20长沙银行CD222,97.63,3.2500,1.0,3.2500,
381,20广州农村商业银行CD150,96.57,3.5700,1.0,3.5700,
382,20汉口银行CD148,96.50,3.6500,1.0,3.6500,
383,21上海银行CD005,98.70,2.6499,-0.02,2.6499,
384,21宁波市市区农联社CD006,99.31,2.8001,,2.8001,
385,16建元1A3,47.44,,,,
386,20中信银行CD272,97.95,2.6200,-28.0,2.6200,
387,20民生银行CD469,97.97,2.5900,-28.99,2.5900,
388,21九龙园SCP001,100.00,3.7996,,3.7994,
389,20蓝光MTN002,96.90,8.9988,,8.9941,
390,18进出04,100.50,2.0201,-2.09,2.0121,
391,21广新控股SCP002,100.00,2.3998,,2.3998,
392,20农业银行CD075,98.66,1.9002,-3.02,1.9264,
393,20农业银行CD078,98.66,1.9507,15.07,1.9507,
394,20中国银行CD082,97.97,2.6001,-173.05,3.3980,
395,19国开04,102.08,3.2300,-2.0,3.2436,
396,18中国银行二级02,102.65,4.4255,-0.47,4.4250,
397,21阜阳投资PPN001,100.00,4.6399,,4.6399,
398,20附息国债07,98.55,3.7950,-0.5,3.7953,
399,20安徽06,100.81,3.2000,,3.2000,
400,20兴业银行永续债,101.07,4.4700,-5.5,4.4757,
401,21川高速SCP001,100.00,2.8898,,2.8893,
402,20津城建SCP008,99.63,4.9999,1.0,4.9979,
403,21苏交通SCP003,100.00,2.6998,,2.6998,
404,20农业银行CD170,98.77,2.4501,-84.98,2.4501,
405,20广州国资SCP003,99.73,2.6625,-0.76,2.6636,
406,20上海农商银行CD056,97.48,2.6499,,2.6463,
407,20山西17,99.05,3.7650,-2.75,3.7650,
408,19进出08,100.76,2.7900,-5.0,2.7873,
409,16农发05,100.18,3.2900,1.0,3.2804,
410,18附息国债09,101.25,2.5900,-9.12,2.5941,
411,20陆金开SCP004,100.27,2.7501,-10.0,2.7473,
412,21赣州银行CD006,96.99,3.0997,,3.0997,
413,19先行建设PPN001,101.16,5.9404,,5.9404,
414,16农发18,101.23,3.3200,-0.97,3.3098,
415,20贴现国债57,98.87,1.9999,-3.43,2.0070,
416,18新疆债22,104.88,3.3350,,3.3325,
417,20长沙银行CD064,97.92,2.5400,,2.5400,
418,20贵阳银行CD064,97.86,2.7251,1.0,2.7251,
419,19京津冀MTN002,100.61,3.3400,,3.3387,
420,21上海银行CD003,98.68,2.6988,-0.02,2.6988,
421,16国开18,100.97,2.3200,-3.0,2.3305,
422,20南航股SCP021,99.94,2.2405,0.06,2.2399,
423,19附息国债14,100.43,2.1600,-4.0,2.1700,
424,20贴现国债33,98.98,1.5022,25.56,1.5022,
425,21南通城建SCP002,100.00,2.8798,,2.8798,
426,20广发银行CD182,97.29,2.6599,0.99,2.6666,
427,20建设银行CD065,97.38,2.5500,-7.99,2.5500,
428,20光大银行CD322,97.31,2.7350,-3.5,2.7350,
429,20中信银行CD318,97.27,2.7350,-6.5,2.7650,
430,20江阴城投PPN006,99.74,4.0987,,4.0990,
431,20平安银行CD093,98.14,2.4000,0.01,2.3900,
432,21招商银行CD005,96.83,3.2794,47.97,3.2794,
433,20交通银行CD065,98.09,2.4001,-6.98,2.4001,
434,15国开18,102.03,3.2600,1.0,3.2494,
435,20华夏银行CD171,98.27,2.1499,-5.01,2.1499,
436,21平安银行CD004,97.28,2.7900,-51.0,2.7900,
437,20宝钢SCP022,100.00,1.9974,-2.09,1.9974,
438,20南阳投资PPN001,99.30,4.0442,,4.0442,
439,20浦发银行CD483,97.95,2.6599,1.0,2.6066,
440,21建设银行CD002,97.32,2.7500,-7.0,2.7500,
441,17自贡国资PPN001,98.82,6.5353,,6.5353,
442,20民生银行CD471,99.30,1.6021,1.0,1.6021,
443,20上海银行CD294,98.70,2.5200,-1.01,2.5200,
444,20浦发银行CD035,97.27,2.0201,-55.97,2.0068,
445,20东莞银行CD157,97.89,2.6300,0.01,2.6300,
446,20珠海华润银行CD011,97.24,2.1703,-66.94,2.1703,
447,20平安银行CD303,97.94,2.6799,1.0,2.6533,
448,20平安银行CD089,98.09,2.6000,1.0,2.5433,
449,19交通银行二级01,100.27,4.0591,-0.37,4.0591,
450,20浦发银行CD388,97.98,2.5001,1.0,2.5001,
451,17进出04,101.62,2.6312,-5.88,2.6312,
452,20平安租赁CP001,100.00,2.6699,1.68,2.6699,
453,20浦发银行CD184,98.08,2.4100,-6.01,2.4550,
454,21宁波镇海农商行CD001,99.33,2.7497,,2.7497,
455,20北京农商银行CD080,97.80,3.4910,-0.71,3.4910,
456,20广州银行CD042,98.62,2.1499,1.0,2.1499,
457,16佛山农商二级,100.00,4.5648,-1.07,4.5648,
458,17贵州债20,102.53,2.5400,1.0,2.5400,
459,18山东09,102.23,2.7500,-38.0,2.7267,
460,20成都银行CD035,97.44,2.2101,25.98,2.2101,
461,20建设银行CD181,97.34,2.7000,-4.0,2.7000,
462,18国开14,103.84,3.2659,-2.41,3.2585,
463,20中国银行永续债01,96.71,4.2513,1.0,4.2501,
464,20广州城投MTN001,101.30,3.6910,1.57,3.6903,
465,20建设银行双创债,100.62,3.2600,-1.0,3.2652,
466,20中石油MTN005,97.45,3.2200,-1.0,3.2185,
467,17进出09,101.98,2.7230,-1.2,2.7284,
468,20中电投SCP032,99.21,5.7256,323.55,5.7256,
469,20农业银行CD174,97.35,2.7000,-6.0,2.7171,
470,20兴业银行CD424,99.29,1.6531,5.1,1.6802,
471,19附息国债07,101.56,2.9300,-1.5,2.9278,
472,20成都银行永续债,98.53,5.1459,-0.94,5.1542,
473,20吴中国太SCP006,99.45,3.8700,-4.0,3.8714,
474,15农发05,102.84,3.2200,-2.0,3.2278,
475,20浦发银行永续债,101.18,4.4714,-6.27,4.4645,
476,21福建海峡银行CD001,96.99,3.0997,,3.0997,
