,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿),剩余期限,是否永续
395,20永煤MTN001,80.00,16.3104,6.25,16.151,,2.3507,否
396,19亦庄控股MTN001,99.77,3.79,-0.44,3.7894,,1.6411,否
397,18华融二级资本债01,101.33,4.7965,0.74,4.7965,,8.0492,否
398,17居融1B,102.60,,,,,12.3836,否
399,19国开10,99.63,3.7001,0.71,3.708,,8.4521,否
400,17附息国债06,100.57,3.01,-3.0,3.0015,,3.2712,否
401,20南平土地PPN001,100.00,5.4996,,5.4996,,2.9918,否
402,18黑龙江债15,101.75,3.21,,3.21,,2.7068,否
403,20建设银行双创债,99.88,3.5422,1.22,3.5354,,2.8932,否
404,16农发21,99.98,2.965,-0.83,2.9659,,0.6356,否
405,20中信银行CD039,97.59,3.0999,-0.01,3.1019,,0.2986,否
406,20招商证券CP016BC,100.01,2.2997,1.0,2.2392,,0.0246,否
407,19进出09,99.88,3.02,1.0,3.0234,,1.0437,否
408,20长沙农商银行CD062,99.18,3.3492,,3.3492,,0.2384,否
409,20民生银行CD137,97.62,3.0499,-5.0,3.0499,,0.2986,否
410,18中远海发MTN001,100.53,3.5533,0.33,3.5513,,0.9315,否
411,20农业银行CD030,97.81,3.1001,-2.99,3.152,,0.3836,否
412,19徽商银行CD127,96.89,1.8511,-9.81,1.8511,,0.0301,否
413,20青海银行CD035,99.17,3.3991,,3.3991,,0.2384,否
414,20陕高速MTN001,99.43,4.01,0.09,4.011,,2.8849,否
415,20甬交投SCP010,99.55,3.5499,0.98,3.5459,,0.3233,否
416,19瓯海经投债,100.63,5.2228,27.01,5.2201,,5.2575,否
417,20东方债01BC,99.64,3.4,1.0,3.4,,0.3014,否
418,16农发17,100.57,3.28,1.0,3.2711,,2.3726,否
419,18四川12,101.38,3.255,-4.5,3.2275,,2.7041,否
420,16开福城投债02,59.00,4.7654,0.54,4.7542,,2.7068,否
421,16京国资MTN003,100.02,3.4497,-0.54,3.4498,,0.9562,否
422,20浦发银行CD191,97.61,3.1799,,3.1832,,0.4685,否
423,20光大银行CD076,97.44,3.07,-17.98,3.07,,0.2548,否
424,20天津银行CD065,97.36,3.2698,1.99,3.2698,,0.3315,否
425,17京住房ABN001B,100.00,,,,,17.0765,否
426,17中国银行二级02,101.22,4.2406,-0.61,4.2406,,6.9041,否
427,18浦发银行二级02,101.99,4.6462,-0.75,4.6488,,7.7808,否
428,20南通沿海SCP002,99.36,4.0852,-0.49,4.0897,,0.6329,否
429,17株洲湘江债,80.93,5.7868,1.11,5.7891,,3.6712,否
430,19益阳城投PPN001,100.91,6.5652,-1.02,6.5652,,3.2268,否
431,19中铝集MTN009,99.32,6.7148,0.17,6.7147,,2.0164,是
432,18河钢集MTN003,100.35,3.9499,-30.02,3.9542,,0.3452,否
433,20西基投(疫情防控债)MTN001,97.35,4.05,5.0,4.0233,,2.3479,否
434,18进出02,100.26,2.6497,-5.04,2.65,,0.1257,否
435,20浦发银行CD121,98.33,1.9003,1.0,1.9003,,0.0437,否
436,19厦门债03,99.29,3.48,7.22,3.465,,8.1503,否
437,19农发01,100.70,3.6476,-5.24,3.6507,,8.1339,否
438,19附息国债04,100.49,3.0288,-1.12,3.0334,,3.3425,否
439,18华夏银行01,100.37,3.223,13.65,3.211,,0.3781,否
440,20华能SCP007,99.96,2.2999,,2.3013,,0.0437,否
441,19工商银行二级01,100.25,4.2212,0.02,4.2237,,8.2959,否
442,20兴业银行CD041,97.10,3.1337,12.39,3.1337,,0.1257,否
443,20山西债23,100.26,3.3848,1.48,3.3848,,6.7918,否
444,20武进经发SCP003,99.90,4.0986,18.05,4.0986,,0.112,否
445,20大唐陕西MTN001,99.49,7.3415,5.86,7.3415,,1.9288,是
446,17中国银行二级01,101.10,4.2576,1.72,4.2576,,6.8082,否
447,16鄂联投MTN002,99.84,6.719,,6.719,,0.6575,是
448,20五凌电力SCP001,99.53,3.58,,3.58,,0.4329,否
449,16金城投资PPN001,100.01,4.2558,,4.2558,,0.2466,否
450,20沪电力SCP017,100.00,2.2033,-7.49,2.2033,,0.0109,否
451,20广物控股SCP004,99.35,3.81,66.0,3.81,,0.3808,否
452,20汇金MTN008A,98.28,3.64,-0.79,3.6522,,2.5315,否
453,18四川债19,101.84,3.195,,3.1975,,2.7808,否
454,20首钢SCP008,99.52,3.5999,10.29,3.5964,,0.4329,否
455,20南京地铁SCP009,99.75,3.3999,-7.51,3.4025,,0.6055,否
456,20东莞农村商业银行CD180,98.41,3.24,-32.01,3.24,,0.4274,否
457,20交通银行永续债,99.52,4.7,11.38,4.6997,,4.8,是
458,20京能洁能SCP004,99.69,3.3724,-12.75,3.3804,,0.3945,否
459,15达州控股债01,40.30,5.2,,5.2107,,1.1038,否
460,20农业银行CD014,97.47,3.06,-16.99,3.06,,0.2767,否
461,20浦发银行CD160,97.77,3.16,-2.72,3.16,,0.3945,否
462,20中国银行CD083,99.25,3.0097,1.0,3.0097,,0.1393,否
463,20苏交通SCP033,98.98,4.2153,-0.46,4.2153,,0.4466,否
464,19兴业银行CD518,97.02,1.8509,-4.85,1.8509,,0.0437,否
465,18京科技园PPN001,100.61,4.6499,,4.6499,,0.3178,否
466,20齐鲁银行CD054,99.20,3.1702,0.04,3.1702,,0.1749,否
467,20苏交通SCP030,99.42,3.306,1.18,3.3,,0.5068,否
468,20重庆农村商行CD036,97.36,3.17,,3.17,,0.2795,否
469,20交通银行CD049,97.84,3.1599,-2.01,3.1599,,0.3562,否
470,20中信银行CD018,97.25,3.1001,-0.01,3.1001,,0.2186,否
471,20交通银行CD186,98.52,3.1001,-192.62,4.0591,,0.2521,否
472,20沪电力SCP021,99.97,2.4013,1.0,2.4013,,0.0301,否
473,15四川债03,100.75,3.02,,3.02,,1.526,否
474,20滨建投(疫情防控债)PPN002,98.30,5.3071,-72.71,5.3076,,2.2603,否
475,20华融湘江银行CD101,97.60,3.3001,-2.99,3.3001,,0.526,否
476,20昆仑银行CD188,98.05,4.0,67.03,4.0,,0.4849,否
477,19农业银行CD224,97.03,1.8511,-56.96,1.8511,,0.0437,否
478,20湖北银行CD057,96.11,4.1,30.0,4.1,,0.9123,否
479,20紫金矿业MTN002,98.16,3.98,,3.98,,2.2077,否
480,19厦门银行03,100.10,3.7435,2.35,3.7435,,1.9288,否
481,20农发清发03,100.07,3.2,-1.0,3.205,,1.7589,否
482,20华夏银行CD028,97.15,3.1002,-2.01,3.1002,,0.1639,否
483,20成都农商银行CD052,99.35,1.8486,,1.8486,,0.0273,否
484,19海淀国资MTN003,98.63,6.9272,-43.29,6.9272,,2.0492,是
485,20农业银行CD026,97.82,3.18,1.0,3.1701,,0.3671,否
486,20四川天府银行CD061,96.81,3.5499,,3.5499,,0.2575,否
487,20渤海银行CD431,98.38,3.3,-17.01,3.3,,0.3863,否
488,20兴业银行CD142,97.74,3.2099,1.0,3.2099,,0.411,否
489,19京能源MTN001,99.94,6.4887,0.72,6.4885,,1.0164,是
490,16昆明城投PPN001,100.08,4.0303,-186.94,4.0153,,0.0956,否
491,20华润控股MTN002B,95.82,3.9987,-10.05,3.9997,,4.411,否
492,20兴业银行CD472,99.24,3.0498,-1.04,3.0498,,0.1749,否
493,20民生银行CD368,97.75,3.16,1.0,3.16,,0.4521,否
494,20北京银行CD005,97.12,3.1,-21.02,3.1,,0.1639,否
495,20浦发银行CD124,97.16,4.4119,-0.69,4.4119,,0.2959,否
496,19中石油MTN003,99.98,3.5123,-9.1,3.5181,,1.5726,否
497,20交通银行CD263,97.62,3.25,3.0,3.25,,0.7288,否
498,20江苏银行CD114,96.87,3.3501,0.01,3.3259,,0.6411,否
499,20北京银行CD154,96.76,3.34,-7.97,3.34,,0.9699,否
500,20建设银行CD075,98.56,3.0698,-11.0,3.0698,,0.1776,否
501,20民生银行CD119,97.47,3.1098,1.0,3.1098,,0.2712,否
502,20上海银行CD286,98.43,3.21,-2.0,3.21,,0.4685,否
503,20江苏银行CD083,97.08,3.3499,-0.01,3.3499,,0.5671,否
504,19陕煤化MTN004,98.54,4.457,4.04,4.457,,3.7397,否
505,20建设银行CD048,98.66,3.0002,2.0,2.9802,,0.1202,否
506,19中金集MTN001,99.90,3.7223,1.1,3.7223,,1.6082,否
507,20四川天府银行CD241,99.16,3.449,,3.449,,0.2384,否
509,20江西银行CD003,97.03,3.0499,,3.0499,,0.1202,否
510,18内蒙古债27,102.18,3.0731,,3.0741,,2.8055,否
511,20中国银行CD011,97.82,3.0901,-18.0,3.0901,,0.3781,否
512,20兴业银行CD138,97.77,3.1701,-0.99,3.1701,,0.3918,否
513,20兴业银行CD246,97.17,3.23,1.0,3.23,,0.5781,否
514,17青海债37,108.46,3.33,1.0,3.33,,6.9726,否
515,20浦发银行CD142,97.90,3.1601,0.01,3.1601,,0.337,否
516,20农业银行CD019,98.33,1.8512,-4.82,1.8512,,0.0437,否
517,20民生银行CD213,97.67,3.1901,-12.99,3.1901,,0.4438,否
518,19附息国债13,99.47,3.085,2.5,3.085,,3.8603,否
519,20浙商银行CD076,98.48,3.14,,3.145,,0.3096,否
520,20华夏银行CD451,99.24,3.1201,2.01,3.1201,,0.2329,否
521,20交通银行CD261,98.44,3.2001,1.0,3.2001,,0.4685,否
522,17附息国债15,103.06,3.865,-5.0,3.8625,,26.6274,否
523,20农业银行CD007,98.29,1.599,-5.07,1.599,,0.0082,否
525,16都梁专项债,58.66,7.2986,,7.3038,,2.3479,否
526,18进出13,100.57,2.99,-0.97,3.016,,0.8,否
527,16金坛国发债,59.22,5.4085,,5.4109,,2.7068,否
528,20光大证券CP013BC,100.01,2.3495,9.95,2.3495,,0.0492,否
529,20昆仑银行CD190,98.42,3.2191,,3.2191,,0.4904,否
530,20中信银行CD016,97.23,3.178,6.79,3.178,,0.2158,否
531,20浦发银行CD388,97.66,3.2496,8.97,3.2496,,0.5233,否
532,20浦发银行CD341,98.50,3.1592,7.92,3.1592,,0.2213,否
533,20中信银行CD023,97.44,3.1678,-17.68,3.1678,,0.2712,否
534,16国开16,88.86,4.2145,8.98,4.2145,,25.9096,否
535,20浦发银行CD214,98.03,3.1673,10.74,3.1673,,0.2685,否
536,20富滇银行CD256,98.29,3.4789,,3.4789,,0.4904,否
537,20湖南债51,99.29,3.215,1.5,3.215,,2.6986,否
538,20泉州银行CD086,97.46,3.4743,,3.4743,,0.7425,否
539,20浦发银行CD486,97.64,3.2301,-0.99,3.2301,,0.6795,否
540,20首旅SCP026,100.00,2.5003,20.08,2.3257,,0.0437,否
541,20中信股SCP001,100.00,2.2401,-5.99,2.2403,,0.0191,否
542,20凤城河CP001,100.00,4.1686,,4.1686,,0.9918,否
543,20镇国投PPN001,100.40,4.8731,-57.08,4.9749,,4.7945,否
544,18江苏债13,101.92,3.17,2.5,3.17,,2.8,否
545,20农业银行CD161,96.86,3.2368,,3.2368,,0.9918,否
546,20招商蛇口SCP007,100.02,2.3997,-20.39,2.3997,,0.041,否
547,19武汉农商二级01,100.00,5.1452,-20.33,5.1454,,8.3644,否
548,20湘高速CP002,99.38,3.58,-1.0,3.5867,,0.3781,否
549,20青岛农商行CD025,97.22,3.1498,,3.1498,,0.2329,否
550,20进出02,98.62,3.12,-2.0,3.1212,,1.3315,否
551,18广核电力MTN002,100.48,3.3222,-1.86,3.3261,,0.3808,否
552,18海运集装MTN001,100.54,3.6152,62.21,3.6208,,0.8603,否
553,18中铁股MTN001A,100.75,7.0221,1.39,7.0217,,0.9753,是
554,20桂林银行CD272,98.28,3.4991,,3.4991,,0.4904,否
555,20蓝星SCP003,98.99,4.1566,21.85,4.1493,,0.463,否
556,16吉市城建债,59.39,4.7438,1.58,4.7438,,2.1393,否
557,20民生银行CD026,97.15,3.0999,-1.0,3.0999,,0.1639,否
558,19平安租赁MTN003,100.34,3.9146,,3.9146,,1.9397,否
559,17驻马店投PPN002,99.46,5.507,-0.45,5.5079,,1.5178,否
560,18浙江11,101.56,3.19,1.0,3.19,,2.7397,否
561,19顺义国资MTN001,102.13,4.1216,-0.84,4.1208,,3.4164,否
562,18农发02,100.22,2.9498,5.0,2.9367,,0.1311,否
563,20平安银行永续债01,96.68,4.7311,2.16,4.7311,,4.2186,是
564,20兴业银行CD127,97.78,3.19,1.0,3.19,,0.3753,否
565,19汇金MTN017,99.44,3.55,1.0,3.5606,,1.8795,否
566,20平安银行CD280,98.62,2.7001,-75.0,2.7001,,0.3863,否
567,19附息国债10,99.91,3.865,-2.5,3.8625,,28.6219,否
568,19附息国债14,99.80,2.9,-1.0,2.9,,0.937,否
569,20成都农商银行CD087,99.20,3.1902,-5.97,3.1902,,0.1995,否
570,18威高MTN001,99.90,6.8047,80.06,6.8009,,0.663,否
571,20鄂能源SCP005,100.00,3.2791,,3.2791,,0.4849,否
572,20渤海银行小微债,99.26,3.84,0.32,3.8402,,2.7014,否
573,20浦发银行CD039,97.19,3.1002,-1.97,3.1507,,0.1776,否
574,20浙能源MTN001,97.61,3.9213,13.3,3.9198,,4.2329,否
575,16溧水经开债,59.14,4.2,42.55,4.1977,,2.9233,否
576,14国开05,107.42,3.35,1.0,3.3442,,3.1202,否
578,18皖投集MTN001,100.35,4.4113,-0.08,4.4132,,2.3671,否
579,18宁波银行03,100.59,3.3001,0.24,3.3001,,0.6329,否
580,17宿州城投MTN001,102.39,4.003,,4.0,,1.7233,否
581,18陕投集团MTN006,100.84,4.27,21.88,4.2709,,2.9616,否
582,20深能源MTN002,99.99,3.95,-8.0,3.9494,,4.926,否
583,19王府井集MTN001,99.69,3.85,18.69,3.8496,,1.6521,否
584,20蓉城轨交GN001,97.90,4.0,-7.0,3.9994,,4.2077,否
585,20交通银行CD044,97.63,3.15,3.99,3.15,,0.3315,否
586,16陕高速债01,100.34,3.9611,,3.9616,,10.9836,否
587,20赣州城投(疫情防控债)CP001,99.29,3.8029,-6.17,3.8807,,0.389,否
588,20上海债23,99.57,3.23,3.5,3.23,,2.8082,否
589,16南川城投债,59.62,4.6098,,4.608,,2.5918,否
590,20泰州城投PPN002,98.50,4.8739,33.74,4.8739,,2.7753,否
591,19广核电力MTN002,99.91,3.6,-13.0,3.6,,1.6274,否
592,16广东债10,99.66,3.13,-0.5,3.13,,2.3288,否
593,20广西北部湾银行CD389,98.28,3.509,,3.509,,0.4904,否
594,20中信银行CD082,97.60,3.1999,2.0,3.1932,,0.4685,否
595,20江苏银行CD027,97.26,3.12,1.0,3.1133,,0.2329,否
596,20郑州地铁SCP001,99.81,3.5002,11.84,3.5002,,0.1175,否
597,20连云城建PPN003,100.75,4.7082,-23.41,4.7083,,4.6055,否
598,17昆银桥债,82.17,4.249,,4.2467,,3.863,否
599,17汴投绿色债,93.00,5.1466,32.79,5.1468,,6.7534,否
600,17进出绿色债01,100.20,2.0001,-64.99,2.0001,,0.0765,否
601,20北京银行CD038,97.79,3.2101,-3.0,3.2101,,0.3671,否
602,16安徽债03,99.70,3.13,,3.13,,2.3151,否
603,20东莞农村商业银行CD111,98.37,3.1298,,3.1298,,0.2186,否
604,20民生银行CD035,97.19,3.1201,1.0,3.1201,,0.1776,否
605,19中铝集MTN005,98.90,4.2036,-0.64,4.2036,,3.6877,否
606,19中石油MTN005,99.22,3.7987,-2.13,3.7987,,3.8603,否
607,20湖北银行CD075,96.55,3.5684,,3.5684,,0.9918,否
608,17上海农商二级02,101.10,4.6008,,4.6008,,6.6932,否
609,20三一SCP011,99.79,3.6,-14.98,3.6,,0.1339,否
610,16榆树农商二级,100.00,5.6966,,5.6958,,5.1038,否
611,20浙江建德农商银行CD002,99.22,3.1993,,3.1993,,0.2384,否
612,18建设银行二级02,101.62,4.45,0.46,4.45,,7.8932,否
613,17京住房ABN001A,100.00,,,,,17.0765,否
614,20泉州银行CD087,96.60,3.5181,,3.5181,,0.9918,否
615,18苏新国资MTN001,103.40,4.373,69.62,4.373,,2.2712,否
616,20长沙银行二级,100.00,4.5999,-0.01,4.5999,,9.989,否
617,18巴南园区PPN001,100.43,6.2977,0.03,6.2977,,2.6356,否
618,20招银和智2次级,100.15,,,,,3.9507,否
619,20进出04,99.79,2.9152,6.5,2.8777,,0.2158,否
620,20北京银行小微债03,99.53,3.582,-14.8,3.5793,,2.7014,否
621,14京保障房债,99.96,3.9948,-5.31,3.9947,,8.8548,否
622,20国信证券CP011,100.02,2.2509,-54.97,2.2509,,0.0492,否
623,20乌建发债,100.00,5.2996,-0.02,5.2996,,6.9863,否
624,18鲁钢铁MTN001,100.82,4.9951,-1.13,5.0,,0.6137,否
625,19荆门城投PPN002,100.03,5.1851,-10.56,5.1709,,3.7945,否
626,20大同煤矿MTN005,96.66,6.089,9.86,6.089,,2.4548,否
627,19深圳水务MTN002,99.92,3.8165,-15.35,3.8185,,1.5123,否
628,17农发03,100.69,3.04,-12.36,3.04,,1.082,否
629,20常城建SCP007,99.53,3.6502,-15.97,3.6496,,0.3096,否
630,18浙交投MTN001,100.38,3.4533,-3.09,3.4518,,0.9507,否
631,14粤路桥MTN001,101.19,5.8919,-0.18,5.8919,,3.4274,否
632,19华润MTN003A,100.11,3.48,30.99,3.3888,,1.2301,否
633,19农发09,99.50,3.3831,-3.19,3.3831,,3.6849,否
634,20武汉农商行CD070,99.16,3.449,,3.449,,0.2384,否
635,20中国银行CD095,97.64,3.2299,0.01,3.2299,,0.6521,否
636,18中建二局MTN001,102.26,4.0,-12.0,4.0,,2.3616,否
637,18柯桥轻纺MTN003,100.59,4.05,1.0,4.05,,0.9562,否
638,20苏州银行双创债,98.37,3.68,0.08,3.6812,,2.263,否
639,17晋路桥MTN002,104.10,4.2826,-33.27,4.28,,1.9781,否
640,20中国银行CD089,98.44,3.18,1.0,3.1571,,0.3918,否
641,19铁道07,99.20,3.58,1.63,3.58,,3.7068,否
642,20中建MTN003,97.68,5.7377,-0.85,5.7375,,2.3671,是
643,16西安高新MTN001,100.10,7.9151,4.88,7.915,,0.1448,是
644,18中铝集MTN002A,100.62,3.6699,2.81,3.6674,,0.5973,否
645,20中粮SCP006,99.62,3.34,-16.0,3.34,,0.7205,否
646,20上海农商银行CD090,98.53,3.224,-13.24,3.224,,0.1639,否
647,16营经开债02,78.67,7.9613,86.95,7.9536,,3.3644,否
648,17襄阳房投债,103.06,4.4471,1.0,4.4471,,4.0219,否
649,18长沙银行01,100.58,3.37,-3.0,3.37,,0.8658,否
650,20潞安SCP005,99.46,5.0001,-115.01,5.0056,,0.2712,否
651,20宁波银行CD225,99.01,4.126,97.67,4.126,,0.2329,否
652,20中油股MTN002,97.30,3.64,1.0,3.6366,,2.337,否
653,20农业银行CD076,98.57,3.0699,-0.03,3.0645,,0.1612,否
654,19稠州商行CD052,96.36,2.5116,,2.5116,,0.0519,否
655,20葛洲坝(疫情防控债)CP001,99.38,3.418,0.8,3.418,,0.3781,否
656,18附息国债28,100.50,3.111,5.1,3.114,,4.9973,否
657,17首钢MTN002,101.78,3.834,1.8,3.827,,1.2822,否
658,18潍坊滨投MTN002,101.37,6.215,,6.2156,,2.7863,否
659,18首钢MTN002,100.57,3.6449,-6.14,3.642,,0.6164,否
660,19中煤能源MTN001,100.14,4.1581,-2.68,4.1565,,5.6247,否
661,20青岛北城SCP001,99.82,3.6162,-20.41,3.6541,,0.1175,否
662,20深圳地铁SCP006,99.81,3.3415,-15.22,3.328,,0.4329,否
663,20苏交通MTN001,96.29,5.9302,-2.64,5.93,,4.3699,是
664,15江门高新债,40.56,4.3174,7.73,4.2977,,1.3726,否
665,20进出07,98.34,3.5607,-0.93,3.5603,,6.2158,否
666,18巨化MTN001,100.52,3.886,18.6,3.886,,0.6329,否
667,20洛阳银行CD178,99.17,3.3991,,3.3991,,0.2384,否
668,20中建MTN001,98.11,5.9072,0.99,5.9072,,2.3205,是
669,16潍柴控股MTN001,100.07,3.4301,-12.28,3.4301,,0.2658,否
670,20闽交运SCP003,99.88,3.7299,-0.61,3.7261,,0.337,否
671,16农发16,100.11,2.89,0.32,2.8895,,0.3726,否
672,20农发07,99.51,3.2525,-0.75,3.2525,,2.6603,否
673,20云投MTN008,99.62,4.9399,-3.61,4.9399,,2.8877,否
674,12进出06,101.35,3.1543,-0.57,3.1543,,1.3836,否
675,18桐建投专项债01,103.27,6.0639,,6.0632,,4.6247,否
676,20杭州湾新SCP003,99.96,3.4006,1.0,3.4006,,0.0464,否
677,17联合农商二级02,100.70,4.8693,-12.58,4.8693,,6.6466,否
678,19中航租赁MTN001,100.76,3.8418,-5.43,3.8418,,1.3397,否
679,19盐城交通MTN002,99.65,4.39,6.0,4.3642,,1.9726,否
680,18张保实业MTN001,100.47,6.3005,,6.3014,,2.2329,否
681,19淮安国投MTN002,100.96,4.514,0.21,4.5124,,3.3041,否
682,18汇金MTN006BC,100.57,3.1801,-7.99,3.1801,,0.4411,否
683,20沪打捞MTN001,98.34,4.14,2.23,4.14,,2.2822,否
684,18广核电力MTN003,100.60,3.3401,-1.0,3.3401,,0.7096,否
685,19乐清国投MTN001,101.25,4.3617,-6.83,4.3607,,3.1475,否
686,20北京农商银行CD080,97.62,3.4747,-0.52,3.4747,,0.3945,否
687,18科伦MTN001,100.29,3.842,-17.78,3.842,,0.1366,否
688,16瑞昌投资债02,59.57,5.9827,41.63,5.986,,2.526,否
689,18汇金MTN014,100.41,3.33,,3.33,,0.9205,否
690,20银建SCP002,100.00,6.1769,,6.1769,,0.4849,否
691,19农发07,99.89,3.1819,-1.81,3.1803,,1.6082,否
692,18南京新港MTN002,101.98,11.6444,,11.6447,,2.2685,是
693,19成都环境MTN001,99.65,3.78,23.3,3.7636,,1.6877,否
694,18国新控股MTN003,100.51,3.4967,-0.33,3.4965,,0.9397,否
695,20海淀国资SCP002,99.37,5.2002,60.04,5.2002,,0.194,否
696,18兴业绿色金融02,100.57,3.2732,-4.99,3.2732,,0.9699,否
697,16江苏债11,100.06,3.159,6.9,3.157,,2.5178,否
698,16青岛国信PPN001,99.57,4.2316,,4.2316,,1.937,否
699,18陕交建MTN004,100.91,7.739,-10.76,7.7386,,0.9041,是
700,20华能水电MTN001,99.44,6.5093,,6.5093,,2.5973,是
701,17京城投MTN001,100.13,9.3841,,9.3841,,0.0492,是
702,19青岛城投PPN001,101.19,4.4417,,4.4398,,3.2411,否
703,20兴业银行CD437,99.11,4.1919,109.19,4.1919,,0.1257,否
704,20江苏银行CD172,97.50,3.463,20.29,3.463,,0.6137,否
705,17九江置地MTN001,100.66,4.5661,4.61,4.5703,,1.3507,否
706,20交银租赁债01,99.37,3.88,-10.0,3.88,,2.9233,否
707,19中国银行永续债01,100.13,4.45,-3.71,4.4492,,3.1448,是
708,20光大银行CD069,97.33,3.1198,-15.0,3.1198,,0.2411,否
709,20北京银行CD143,96.71,3.4,15.03,3.4,,0.9233,否
710,18河北26,100.51,2.93,0.84,2.93,,0.7123,否
711,19日照港MTN001,99.91,4.1105,-3.36,4.109,,3.6712,否
712,19云南交投MTN001,100.07,4.3042,-4.99,4.3021,,1.2466,否
713,20苏国信SCP031,99.59,3.2201,-31.48,3.2244,,0.3507,否
714,20乌鲁木齐银行CD104,98.29,3.4789,,3.4789,,0.4904,否
715,17国开绿债02,101.34,3.188,-6.09,3.188,,1.4,否
716,20民生银行CD214,97.67,3.1901,,3.1901,,0.4438,否
717,16四川债07,100.01,3.15,-3.0,3.15,,2.4438,否
718,20平安租赁SCP011,99.82,3.5,-10.0,3.5,,0.3562,否
719,18诸暨国资MTN001,100.57,5.5913,0.79,5.5925,,2.2877,否
720,20汇金MTN007A,96.86,3.6378,-0.44,3.6393,,2.4548,否
721,16农发08,99.75,3.42,-1.0,3.4196,,5.2213,否
722,18川铁投MTN003,103.26,3.9778,-0.22,3.98,,2.3863,否
723,20闽交运SCP002,99.86,3.7205,,3.7272,,0.3178,否
724,19首农食品MTN001,100.08,3.7259,-10.41,3.73,,1.2658,否
725,20中原银行CD365,99.22,3.1503,,3.1503,,0.1421,否
726,20中石化MTN001,97.96,3.63,-0.23,3.6291,,2.3151,否
727,16鑫泰债,59.71,4.4568,,4.452,,2.2904,否
729,16南昌城投MTN001,100.00,7.0203,0.41,7.0201,,0.2213,是
730,20南京铁建SCP001,99.38,3.61,-0.48,3.6076,,0.6247,否
731,16十堰经开债,59.03,5.0201,26.75,5.0201,,2.6603,否
732,20融和融资SCP015,99.39,3.9851,3.9,3.9876,,0.6247,否
733,20融和融资SCP010,99.49,3.9222,-0.79,3.9261,,0.3945,否
734,20苏州高新MTN001,98.29,4.0,,4.0011,,2.5123,否
735,20徽商银行CD013,97.21,3.1402,-17.97,3.1402,,0.2329,否
736,19中铝集MTN008,99.83,6.8639,,6.8634,,1.9315,是
737,20华夏银行CD061,97.25,3.1001,-0.01,3.1001,,0.2213,否
738,20民生银行CD108,97.50,3.1201,2.01,3.1201,,0.2575,否
739,18大唐集MTN002,100.70,7.4766,,7.4762,,0.6438,是
740,17西安高新MTN002,101.61,5.0695,-7.8,5.0685,,6.2904,否
741,20农业银行CD093,98.54,3.0999,4.98,3.0999,,0.1995,否
742,19湘高速MTN003,99.80,3.8144,0.28,3.8152,,3.6301,否
743,20青岛农商行CD198,98.03,4.05,1.0,4.05,,0.4877,否
744,16商飞MTN002,98.52,3.8419,4.19,3.8419,,2.8822,否
745,20浦发银行CD297,96.96,3.2399,-0.01,3.2399,,0.6548,否
746,20中信银行CD147,96.98,3.2401,,3.2401,,0.6356,否
747,17安庆城投MTN002,102.25,4.2,4.0,4.1982,,1.4082,否
748,20江苏银行CD143,96.86,3.31,3.01,3.31,,0.7151,否
749,20广发银行CD065,97.82,3.16,1.0,3.16,,0.3726,否
750,14吉高速MTN002,100.95,4.995,24.02,4.85,,1.0519,否
751,20交通银行CD011,97.11,3.0498,4.01,3.0498,,0.1257,否
752,16滇建工MTN001,99.90,8.1464,2.87,8.1464,,0.1448,是
753,19武进经发PPN003,100.10,4.4973,-1.27,4.4987,,1.9781,否
754,20贴现国债54,98.60,2.8649,2.49,2.8649,,0.4219,否
755,20浦发银行CD108,97.50,3.1299,-7.0,3.1299,,0.2575,否
756,15华能集MTN001,100.09,3.9661,,3.9667,,9.4329,否
757,20浦发银行二级01,97.51,4.1867,1.03,4.1864,,9.6548,否
758,20首农食品MTN003,96.87,4.0,-0.23,4.0,,2.3753,否
759,20华夏银行CD316,98.50,3.1101,-18.47,3.1101,,0.2548,否
760,20致远ABN003优先,100.00,,,,,0.9507,否
761,20浦发银行CD375,98.50,3.1101,0.99,3.1101,,0.2548,否
762,20中信银行CD150,96.98,3.24,-7.99,3.24,,0.6384,否
763,16华润水泥MTN001,99.89,3.6254,-7.2,3.6199,,0.7479,否
764,18绍兴银行02,100.35,3.6557,,3.6557,,0.9616,否
765,20华融湘江银行CD034,97.49,3.3001,,3.3001,,0.4658,否
766,20深能源MTN001,97.85,4.0,4.0,4.0,,4.2213,否
767,18京城投MTN002A,100.83,7.6038,,7.6038,,0.9616,是
768,20南京银行CD001,97.12,3.0002,,3.0002,,0.1038,否
769,18申迪MTN001,100.50,3.58,-17.31,3.5776,,0.6247,否
770,20渤海银行CD430,99.21,3.2003,,3.2003,,0.1393,否
771,20农业银行CD149,99.23,3.0598,-4.02,3.0598,,0.1995,否
772,17鹿城农商二级,99.97,5.0502,1.0,5.0502,,6.3589,否
773,16镇江城建MTN001,99.87,4.7398,1.0,4.7398,,0.2521,否
774,20中国人寿财险,99.80,4.6741,,4.6741,,9.8849,否
775,14鹿城债,20.24,4.1803,13.38,4.1764,,0.9068,否
776,18淮南矿MTN002,100.51,3.8863,-8.38,3.8832,,0.6438,否
777,20陕延油MTN005,100.00,7.003,0.25,7.003,,2.9671,是
778,17芜湖建设MTN001,102.13,4.1,-2.27,4.0987,,1.8877,否
779,20北京农商银行CD196,99.36,1.9002,-67.02,1.9002,,0.0273,否
